2020-05-25 02:26:21.679,/storage/emulated/0/Android/data/edu.temple.edge_playground/files/Movies/text_55pt.mp4,duration,20527
2020-05-25 02:26:21.682,/storage/emulated/0/Android/data/edu.temple.edge_playground/files/Movies/text_55pt.mp4,frame count,614
