2020-05-25 02:27:38.910,/storage/emulated/0/Android/data/edu.temple.edge_playground/files/Movies/text_65pt_crf0.mp4,duration,20318
2020-05-25 02:27:38.913,/storage/emulated/0/Android/data/edu.temple.edge_playground/files/Movies/text_65pt_crf0.mp4,frame count,608
