Timestamp,TimeToClassify,LabelCount,IsRunningLocally
2020-05-25 03:37:00.035,656,14,false
2020-05-25 03:37:00.644,540,14,false
2020-05-25 03:37:01.150,440,14,false
2020-05-25 03:37:01.775,485,14,false
2020-05-25 03:37:02.379,531,14,false
2020-05-25 03:37:03.080,579,14,false
2020-05-25 03:37:03.721,549,14,false
2020-05-25 03:37:04.138,319,14,false
2020-05-25 03:37:04.743,487,14,false
2020-05-25 03:37:05.361,494,14,false
2020-05-25 03:37:06.065,622,14,false
2020-05-25 03:37:06.783,622,14,false
2020-05-25 03:37:07.221,325,14,false
2020-05-25 03:37:08.017,706,14,false
2020-05-25 03:37:08.724,579,14,false
2020-05-25 03:37:09.339,536,14,false
2020-05-25 03:37:09.934,485,14,false
2020-05-25 03:37:10.397,390,14,false
2020-05-25 03:37:11.181,700,14,false
2020-05-25 03:37:11.679,380,14,false
2020-05-25 03:37:12.340,560,14,false
2020-05-25 03:37:12.808,395,15,false
2020-05-25 03:37:13.541,606,15,false
2020-05-25 03:37:14.257,593,15,false
2020-05-25 03:37:14.885,511,15,false
2020-05-25 03:37:15.586,523,15,false
2020-05-25 03:37:16.398,669,15,false
2020-05-25 03:37:17.127,611,15,false
2020-05-25 03:37:17.634,397,15,false
2020-05-25 03:37:18.345,558,15,false
2020-05-25 03:37:19.063,609,15,false
2020-05-25 03:37:19.779,570,15,false
