Timestamp,TimeToClassify,LabelCount,IsRunningLocally
2020-05-25 01:56:20.864,138,2,true
2020-05-25 01:56:21.018,44,2,true
2020-05-25 01:56:21.170,41,2,true
2020-05-25 01:56:21.319,42,2,true
2020-05-25 01:56:21.468,41,2,true
2020-05-25 01:56:21.618,41,2,true
2020-05-25 01:56:21.801,42,2,true
2020-05-25 01:56:21.960,48,2,true
2020-05-25 01:56:22.119,43,2,true
2020-05-25 01:56:22.312,41,2,true
2020-05-25 01:56:22.466,41,2,true
2020-05-25 01:56:22.646,40,2,true
2020-05-25 01:56:22.798,42,2,true
2020-05-25 01:56:22.999,43,2,true
2020-05-25 01:56:23.189,42,2,true
2020-05-25 01:56:23.346,41,2,true
2020-05-25 01:56:23.551,58,2,true
2020-05-25 01:56:23.761,46,2,true
2020-05-25 01:56:23.917,41,2,true
2020-05-25 01:56:24.098,57,2,true
2020-05-25 01:56:24.294,43,2,true
2020-05-25 01:56:24.476,45,2,true
2020-05-25 01:56:24.669,43,2,true
2020-05-25 01:56:24.860,47,2,true
2020-05-25 01:56:25.045,41,2,true
2020-05-25 01:56:25.240,41,2,true
2020-05-25 01:56:25.403,43,2,true
2020-05-25 01:56:25.565,42,2,true
2020-05-25 01:56:25.774,55,2,true
2020-05-25 01:56:25.963,41,2,true
2020-05-25 01:56:26.124,41,2,true
2020-05-25 01:56:26.286,41,2,true
2020-05-25 01:56:26.477,41,2,true
2020-05-25 01:56:26.657,44,2,true
2020-05-25 01:56:26.818,44,2,true
2020-05-25 01:56:26.981,44,2,true
2020-05-25 01:56:27.172,41,2,true
2020-05-25 01:56:27.327,41,2,true
2020-05-25 01:56:27.494,42,2,true
2020-05-25 01:56:27.683,42,2,true
2020-05-25 01:56:27.867,40,2,true
2020-05-25 01:56:28.061,40,2,true
2020-05-25 01:56:28.224,41,2,true
2020-05-25 01:56:28.385,40,2,true
2020-05-25 01:56:28.549,40,2,true
2020-05-25 01:56:28.752,57,2,true
2020-05-25 01:56:28.913,41,2,true
2020-05-25 01:56:29.071,42,2,true
2020-05-25 01:56:29.243,51,2,true
2020-05-25 01:56:29.407,46,2,true
2020-05-25 01:56:29.567,41,2,true
2020-05-25 01:56:29.751,41,2,true
2020-05-25 01:56:29.925,40,2,true
2020-05-25 01:56:30.154,62,2,true
2020-05-25 01:56:30.320,45,2,true
2020-05-25 01:56:30.527,42,2,true
2020-05-25 01:56:30.715,41,2,true
2020-05-25 01:56:30.903,41,2,true
2020-05-25 01:56:31.065,41,2,true
2020-05-25 01:56:31.232,41,2,true
2020-05-25 01:56:31.389,40,2,true
2020-05-25 01:56:31.596,53,2,true
2020-05-25 01:56:31.780,40,2,true
2020-05-25 01:56:31.942,42,2,true
2020-05-25 01:56:32.105,41,2,true
2020-05-25 01:56:32.263,41,2,true
2020-05-25 01:56:32.426,41,2,true
2020-05-25 01:56:32.618,42,2,true
2020-05-25 01:56:32.780,45,2,true
2020-05-25 01:56:32.938,41,2,true
2020-05-25 01:56:33.098,43,2,true
2020-05-25 01:56:33.255,42,2,true
2020-05-25 01:56:33.417,46,2,true
2020-05-25 01:56:33.577,46,2,true
2020-05-25 01:56:33.771,45,2,true
2020-05-25 01:56:33.962,43,2,true
2020-05-25 01:56:34.122,41,2,true
2020-05-25 01:56:34.367,43,2,true
2020-05-25 01:56:34.580,42,2,true
2020-05-25 01:56:34.745,42,2,true
2020-05-25 01:56:34.898,40,2,true
2020-05-25 01:56:35.056,41,2,true
2020-05-25 01:56:35.230,43,2,true
2020-05-25 01:56:35.407,43,2,true
2020-05-25 01:56:35.572,50,2,true
2020-05-25 01:56:35.733,38,2,true
2020-05-25 01:56:35.888,39,2,true
2020-05-25 01:56:36.043,41,2,true
2020-05-25 01:56:36.198,39,2,true
2020-05-25 01:56:36.384,40,2,true
2020-05-25 01:56:36.635,57,2,true
2020-05-25 01:56:36.801,45,2,true
2020-05-25 01:56:36.999,42,2,true
2020-05-25 01:56:37.185,43,2,true
2020-05-25 01:56:37.432,59,2,true
2020-05-25 01:56:37.599,42,2,true
2020-05-25 01:56:37.750,39,2,true
2020-05-25 01:56:37.940,40,2,true
2020-05-25 01:56:38.094,39,2,true
2020-05-25 01:56:38.284,42,2,true
2020-05-25 01:56:38.503,64,2,true
2020-05-25 01:56:38.705,39,2,true
2020-05-25 01:56:38.858,40,2,true
2020-05-25 01:56:39.028,41,2,true
2020-05-25 01:56:39.204,39,2,true
2020-05-25 01:56:39.357,39,2,true
2020-05-25 01:56:39.533,42,2,true
2020-05-25 01:56:39.701,42,2,true
2020-05-25 01:56:39.854,40,2,true
2020-05-25 01:56:40.009,39,2,true
2020-05-25 01:56:40.166,41,2,true
2020-05-25 01:56:40.362,46,2,true
2020-05-25 01:56:40.544,39,2,true
2020-05-25 01:56:40.698,40,2,true
2020-05-25 01:56:40.855,41,2,true
2020-05-25 01:56:41.057,39,2,true
2020-05-25 01:56:41.217,40,2,true
2020-05-25 01:56:41.378,42,2,true
2020-05-25 01:56:41.566,45,2,true
2020-05-25 01:56:41.815,96,2,true
