2020-05-25 01:35:56.800,/storage/emulated/0/Android/data/edu.temple.edge_playground/files/Movies/text_65pt_crf51.mp4,duration,20318
2020-05-25 01:35:56.803,/storage/emulated/0/Android/data/edu.temple.edge_playground/files/Movies/text_65pt_crf51.mp4,frame count,608
