2020-05-25 03:40:24.871,/storage/emulated/0/Android/data/edu.temple.edge_playground/files/Movies/dogs_1_crf23.mp4,duration,20248
2020-05-25 03:40:24.875,/storage/emulated/0/Android/data/edu.temple.edge_playground/files/Movies/dogs_1_crf23.mp4,frame count,606
