RECORD,T1,T2,T3,T4,T5,AVG,CPU_EWMA,T1,T2,T3,T4,T5,AVG,MEM_EWMA
1,118,126,103,109,115,114.2,114.2,8.7,8.3,8.6,8.6,9,8.64,8.64
2,103,103,106,100,94.4,101.28,104.51,8.8,8.3,8.7,8.9,8.6,8.66,8.655
3,96.6,93.9,110,100,106,101.3,102.1025,9,8.2,8.4,9.1,8.3,8.6,8.61375
4,79.4,100,103,102,115,99.88,100.435625,9.1,7.7,7.7,8.9,7.9,8.26,8.3484375
5,103,103,103,93.3,112,102.86,102.2539063,8.8,7,7.3,7.7,7.5,7.66,7.832109375
6,106,100,93.7,103,103,101.14,101.4184766,8.2,6.4,6.8,7.2,6.8,7.08,7.268027344
7,97,109,97,100,100,100.6,100.8046191,7.5,6.5,6.8,6.5,7,6.86,6.962006836
8,106,93.5,113,103,103,103.7,102.9761548,7.4,6.5,6.9,6.3,7.1,6.84,6.870501709
9,100,83.3,90,90.3,93.5,91.42,94.3090387,6.5,5.4,7.2,6.5,6.4,6.4,6.517625427
10,80.6,90.3,80.6,86.6,90.6,85.74,87.88225967,6,5,7.2,6.7,5.6,6.1,6.204406357
11,90.6,91.4,118,103,79.5,96.5,94.34556492,5.5,5.1,7.2,6.7,5.2,5.94,6.006101589
12,96.8,123,109,125,122,115.16,109.9563912,5,5.3,6.4,5.7,5.2,5.52,5.641525397
13,112,90,116,109,118,109,109.2390978,5.1,5.5,6.5,4.5,5.4,5.4,5.460381349
14,109,100,109,112,93.9,104.78,105.8947745,5.4,5.8,6.7,4.7,5.6,5.64,5.595095337
15,103,96.8,100,96.7,106,100.5,101.8486936,5.6,5.9,6.7,4.8,5.8,5.76,5.718773834
16,93.7,96.7,116,96.9,96.9,100.04,100.4921734,5.8,6.1,6.7,4.9,6,5.9,5.854693459
17,109,100,109,121,103,108.4,106.4230434,5.9,5.8,5.9,5.1,5.1,5.56,5.633673365
18,115,90.3,90.9,116,106,103.64,104.3357608,4.6,5,5.8,5.2,5.2,5.16,5.278418341
19,103,80.6,103,103,77.4,93.4,96.13394021,4.8,5.2,6,5.4,5.1,5.3,5.294604585
20,84.3,76.6,90.3,80,87,83.64,86.76348505,4.9,5.3,5.6,5.5,5.3,5.32,5.313651146
21,103,64.5,71.8,63.3,51.6,70.84,74.82087126,5,5.7,5.8,5.4,5.6,5.5,5.453412787
22,70,65.6,74.1,51.6,72.7,66.8,68.80521782,5.3,5.8,5.2,5.1,5.7,5.42,5.428353197
23,84.3,97.1,127,93.5,91.1,98.6,91.15130445,5.7,6.1,5.6,4.9,6.2,5.7,5.632088299
24,96.9,64.5,81.2,82.3,62.5,77.48,80.89782611,5.8,6.2,5.8,5.1,6.3,5.84,5.788022075
25,69.6,87,78.1,62.5,67.7,72.98,74.95945653,6,6.3,5.9,5.3,6.5,6,5.947005519
26,87,81.2,84.3,71.8,96.8,84.22,81.90486413,6.2,6.6,6.2,5.4,6.6,6.2,6.13675138
27,84.3,90.3,96.8,93.5,100,92.98,90.21121603,6.3,6.7,6.3,5.5,5.7,6.1,6.109187845
28,100,90.3,96.8,96.7,87.5,94.26,93.24780401,6.6,5.3,6.6,5.8,6,6.06,6.072296961
29,67.7,96.7,96.8,80.6,103,88.96,90.031951,4.9,5.5,6.8,6,6.1,5.86,5.91307424
30,96.7,93.5,87.8,100,93.7,94.34,93.26298775,5.2,5.6,6.9,6.1,6.1,5.98,5.96326856
31,80.6,100,96.9,100,96.8,94.86,94.46074694,5.3,5.9,5.8,6.4,6.1,5.9,5.91581714
32,90.6,96.8,103,96.7,87,94.82,94.73018673,5.5,6,5.9,5.4,6.2,5.8,5.828954285
