RECORD,T1,T2,T3,T4,T5,AVG,CPU_EWMA,T1,T2,T3,T4,T5,AVG,MEM_EWMA
1,106,116,115,109,108,110.8,110.8,8.4,8.9,9.1,9,8.7,8.82,8.82
2,100,82.8,97.1,113,93.5,97.28,100.66,8.3,9.1,8.8,9.2,8.5,8.78,8.79
3,103,112,97,103,96.7,102.34,101.92,8.4,9.1,8.5,9.4,8.5,8.78,8.7825
4,100,100,103,113,96.6,102.52,102.37,8.5,9,8.2,9.6,8.1,8.68,8.705625
5,96.7,109,109,110,110,106.94,105.7975,8.4,8,7.7,9.8,8.2,8.42,8.49140625
6,93.5,100,103,106,96.8,99.86,101.344375,7.2,6.5,7.4,9.4,7.3,7.56,7.792851563
7,116,100,96.7,110,103,105.14,104.1910938,7.1,6.6,7.2,9.3,7.1,7.46,7.543212891
8,122,93.7,106,93.7,96.6,102.4,102.8477734,7.3,6.7,7.3,9.1,6.5,7.38,7.420803223
9,83.8,80,93.3,96.6,86.1,87.96,91.68194336,7.1,6.9,6.4,9.3,6.6,7.26,7.300200806
10,90.3,90,90.6,93.3,90,90.84,91.05048584,7.1,6.7,6.2,9.5,6.7,7.24,7.255050201
11,106,116,106,113,116,111.4,106.3126215,7.2,5.7,5,9.7,6.7,6.86,6.95876255
12,151,97.5,116,110,103,115.5,113.2031554,7.4,5.6,5.1,9.9,5.9,6.78,6.824690638
13,119,103,119,106,100,109.4,110.3507888,6.4,5.3,5.3,10,6,6.6,6.656172659
14,96.7,103,93.5,103,93.7,97.98,101.0726972,6.6,5.1,5.6,9.3,6.1,6.54,6.569043165
15,100,96.7,116,103,106,104.34,103.5231743,6.8,5.2,5.8,9.2,5.3,6.46,6.487260791
16,106,103,112,113,90.3,104.86,104.5257936,6.8,5.3,5.9,9.3,5,6.46,6.466815198
17,91.1,103,109,100,100,100.62,101.5964484,6.9,5.5,5.3,9.5,5.1,6.46,6.461703799
18,103,106,103,93.7,106,102.34,102.1541121,6.9,5.5,5.4,9.7,5.3,6.56,6.53542595
19,86.1,96.7,96.7,100,87,93.3,95.51352802,6.8,5.7,5.4,9.8,5.3,6.6,6.583856487
20,106,74.1,87,100,81.8,89.78,91.21338201,6.1,5.9,5.6,10,5.4,6.6,6.595964122
21,67.7,59.3,61.2,113,65.6,73.36,77.8233455,6,4.8,5.4,10.1,5.8,6.42,6.46399103
22,93.7,87,59.3,103,61.2,80.84,80.08583638,6,5,5.6,9.1,6,6.34,6.370997758
23,103,93.9,96.7,96.7,93.5,96.76,92.59145909,6.2,5.4,6.1,9.4,6.5,6.72,6.632749439
24,90.6,77.4,100,89.6,75,86.52,88.03786477,6.3,5.6,6.3,9.5,6.6,6.86,6.80318736
25,90.6,67.7,75.7,83.3,64.5,76.36,79.27946619,6.5,5.7,6.4,9.7,5.2,6.7,6.72579684
26,106,71.8,87,83.8,90.3,87.78,85.65486655,6.4,5.9,6.6,9.8,5.3,6.8,6.78144921
27,102,100,83.8,90.3,83.8,91.98,90.39871664,6.6,6.1,5.2,10,5.5,6.68,6.705362302
28,81.2,103,60.6,80,87,82.36,84.36967916,6.4,6.3,5.5,10.2,5.7,6.82,6.791340576
29,93.9,100,87,80,106,93.38,91.12741979,5.6,6.5,5.6,10.4,5.9,6.8,6.797835144
30,103,96.7,87,93.1,96.8,95.32,94.27185495,5.7,6.7,5.8,10.5,6,6.94,6.904458786
31,103,84.3,84.3,93.1,109,94.74,94.62296374,6,5.2,6.1,10.7,6.2,6.84,6.856114696
32,90.9,87,103,90,87.5,91.68,92.41574093,6.2,5.3,6.2,9.2,6.5,6.68,6.724028674
33,103,96.8,96.8,90,96.8,96.68,95.61393523,6.3,5.4,6.4,9.3,6.7,6.82,6.796007169
34,109,106,84.8,93.3,77.4,94.1,94.47848381,6.5,5.6,6.6,9.5,6.9,7.02,6.964001792
35,93.9,96.9,87.5,70,84.3,86.52,88.50962095,6.7,5.8,6.8,9.7,7,7.2,7.141000448
36,93.9,112,115,83.3,84.8,97.8,95.47740524,6.8,6,7,9.9,7.2,7.38,7.320250112
37,96.9,100,103,103,106,101.78,100.2043513,6.5,6.2,7.1,10.1,5.3,7.04,7.110062528
38,103,90.9,87.8,96.7,78.1,91.3,93.52608783,6,6.4,6.2,10.2,5.5,6.86,6.922515632
39,87.8,109,109,103,93.7,100.5,98.75652196,6.2,6.6,6.3,10.4,5.7,7.04,7.010628908
40,93.7,106,111,103,103,103.34,102.1941305,6.2,6.7,6.4,10.6,5.8,7.14,7.107657227
41,109,125,112,93.3,118,111.46,109.1435326,6.2,6.2,6.5,9.8,6,6.94,6.981914307
42,106,109,115,106,106,108.4,108.5858832,6.3,6.4,6.6,9.3,6.2,6.96,6.965478577
43,109,115,112,93.3,115,108.86,108.7914708,6.5,5.4,6.3,9.5,6.3,6.8,6.841369644
44,109,124,103,96.7,118,110.14,109.8028677,6.6,5.6,6.5,9.6,6.5,6.96,6.930342411
45,122,115,111,110,124,116.4,114.7507169,6.8,5.7,6.6,9.8,6.7,7.12,7.072585603
46,118,109,109,103,115,110.8,111.7876792,6,5.9,6.7,9.9,6.9,7.08,7.078146401
47,115,127,133,103,124,120.4,118.2469198,6.1,6.1,6.9,10.1,6.4,7.12,7.1095366
48,109,127,112,116,111,115,115.81173,6.3,6.2,5.8,10.2,5.3,6.76,6.84738415
49,121,115,106,103,118,112.6,113.4029325,6.5,6.4,5.9,9.1,5.5,6.68,6.721846038
50,118,125,109,106,115,114.6,114.3007331,6.6,6,6,9.3,5.7,6.72,6.720461509
51,114,115,111,106,112,111.6,112.2751833,6.8,5.2,6.1,9.5,5.8,6.68,6.690115377
52,115,121,106,100,91.6,106.72,108.1087958,6.9,5.4,6.2,9.7,5.8,6.8,6.772528844
53,133,124,115,110,112,118.8,116.127199,6.7,5.5,6.3,9.8,5.9,6.84,6.823132211
54,124,127,136,109,106,120.4,119.3317997,5.7,5.7,6.4,10,6.1,6.78,6.790783053
55,106,127,102,106,109,110,112.3329499,5.7,5.9,6.5,10.2,6.2,6.9,6.872695763
56,93.9,115,106,116,124,110.98,111.3182375,5.6,6,6.7,9.2,6.4,6.78,6.803173941
57,111,121,109,113,112,113.2,112.7295594,5.7,6.2,6.1,9.3,6.5,6.76,6.770793485
58,103,121,121,96.5,102,108.7,109.7073898,5.9,6.3,6.1,9.5,5.5,6.66,6.687698371
59,,,,113,,113,112.1768475,,,,9.7,,9.7,8.946924593
