Timestamp,TimeToClassify,LabelCount,IsRunningLocally
2020-05-25 01:29:55.249,465,37,true
2020-05-25 01:29:55.824,414,37,true
2020-05-25 01:29:56.324,358,37,true
2020-05-25 01:29:56.786,325,37,true
2020-05-25 01:29:57.251,327,37,true
2020-05-25 01:29:57.718,332,37,true
2020-05-25 01:29:58.160,312,37,true
2020-05-25 01:29:58.620,322,37,true
2020-05-25 01:29:59.103,343,37,true
2020-05-25 01:29:59.555,304,30,true
2020-05-25 01:29:59.976,305,30,true
2020-05-25 01:30:00.398,307,30,true
2020-05-25 01:30:00.846,299,30,true
2020-05-25 01:30:01.300,303,30,true
2020-05-25 01:30:01.724,309,30,true
2020-05-25 01:30:02.183,309,30,true
2020-05-25 01:30:02.638,305,30,true
2020-05-25 01:30:03.057,301,30,true
2020-05-25 01:30:03.518,305,30,true
2020-05-25 01:30:03.983,310,30,true
2020-05-25 01:30:04.399,300,30,true
2020-05-25 01:30:04.863,311,30,true
2020-05-25 01:30:05.313,300,30,true
2020-05-25 01:30:05.753,321,30,true
2020-05-25 01:30:06.182,310,30,true
2020-05-25 01:30:06.601,302,30,true
2020-05-25 01:30:07.047,300,30,true
2020-05-25 01:30:07.506,316,30,true
2020-05-25 01:30:07.956,309,32,true
2020-05-25 01:30:08.416,308,32,true
2020-05-25 01:30:08.889,313,32,true
2020-05-25 01:30:09.318,308,32,true
2020-05-25 01:30:09.777,311,32,true
2020-05-25 01:30:10.211,316,32,true
2020-05-25 01:30:10.658,308,32,true
2020-05-25 01:30:11.118,309,32,true
2020-05-25 01:30:11.550,316,32,true
2020-05-25 01:30:12.004,310,32,true
2020-05-25 01:30:12.460,310,32,true
2020-05-25 01:30:12.879,305,32,true
2020-05-25 01:30:13.348,319,32,true
2020-05-25 01:30:13.817,316,32,true
2020-05-25 01:30:14.283,316,32,true
2020-05-25 01:30:14.740,312,32,true
2020-05-25 01:30:15.212,324,32,true
2020-05-25 01:30:15.651,303,30,true
