Timestamp,TimeToClassify,LabelCount,IsRunningLocally,,,,,
35:08.1,190,2,TRUE,,,,144.5116279,86
35:08.3,155,2,TRUE,,,,,
35:08.5,145,2,TRUE,,,,,
35:08.8,163,2,TRUE,,,,,
35:09.0,140,2,TRUE,,,,,
35:09.3,172,2,TRUE,,,,,
35:09.6,136,2,TRUE,,,,,
35:09.8,138,2,TRUE,,,,,
35:10.1,137,2,TRUE,,,,,
35:10.3,131,2,TRUE,,,,,
35:10.5,124,2,TRUE,,,,,
35:10.7,129,2,TRUE,,,,,
35:11.0,140,2,TRUE,,,,,
35:11.2,125,2,TRUE,,,,,
35:11.4,128,2,TRUE,,,,,
35:11.7,137,2,TRUE,,,,,
35:11.9,124,2,TRUE,,,,,
35:12.1,125,2,TRUE,,,,,
35:12.3,127,6,TRUE,,,,,
35:12.5,135,6,TRUE,,,,,
35:12.8,132,6,TRUE,,,,,
35:13.0,128,6,TRUE,,,,,
35:13.3,129,6,TRUE,,,,,
35:13.5,147,6,TRUE,,,,,
35:13.8,134,6,TRUE,,,,,
35:14.0,121,6,TRUE,,,,,
35:14.3,138,6,TRUE,,,,,
35:14.5,132,6,TRUE,,,,,
35:14.7,164,6,TRUE,,,,,
35:15.0,150,6,TRUE,,,,,
35:15.2,135,6,TRUE,,,,,
35:15.5,125,6,TRUE,,,,,
35:15.7,130,6,TRUE,,,,,
35:16.0,160,6,TRUE,,,,,
35:16.3,138,6,TRUE,,,,,
35:16.5,128,6,TRUE,,,,,
35:16.7,134,6,TRUE,,,,,
35:17.0,129,6,TRUE,,,,,
35:17.2,132,6,TRUE,,,,,
35:17.4,130,6,TRUE,,,,,
35:17.6,135,6,TRUE,,,,,
35:17.9,127,6,TRUE,,,,,
35:18.1,138,6,TRUE,,,,,
35:18.4,133,6,TRUE,,,,,
35:18.6,146,6,TRUE,,,,,
35:18.8,135,6,TRUE,,,,,
35:19.0,131,6,TRUE,,,,,
35:19.2,126,6,TRUE,,,,,
35:19.4,127,6,TRUE,,,,,
35:19.7,135,6,TRUE,,,,,
35:19.9,137,6,TRUE,,,,,
35:20.1,133,6,TRUE,,,,,
35:20.3,129,6,TRUE,,,,,
35:20.6,152,5,TRUE,,,,,
35:20.8,155,5,TRUE,,,,,
35:21.1,151,5,TRUE,,,,,
35:21.4,157,5,TRUE,,,,,
35:21.6,152,5,TRUE,,,,,
35:21.8,148,5,TRUE,,,,,
35:22.1,176,5,TRUE,,,,,
35:22.4,148,5,TRUE,,,,,
35:22.6,153,5,TRUE,,,,,
35:22.8,151,5,TRUE,,,,,
35:23.1,160,5,TRUE,,,,,
35:23.3,152,5,TRUE,,,,,
35:23.6,156,5,TRUE,,,,,
35:23.9,181,5,TRUE,,,,,
35:24.2,206,5,TRUE,,,,,
35:24.5,153,5,TRUE,,,,,
35:24.7,143,5,TRUE,,,,,
35:25.0,149,5,TRUE,,,,,
35:25.2,168,5,TRUE,,,,,
35:25.4,147,5,TRUE,,,,,
35:25.6,157,5,TRUE,,,,,
35:25.9,153,5,TRUE,,,,,
35:26.1,153,5,TRUE,,,,,
35:26.4,154,5,TRUE,,,,,
35:26.7,166,5,TRUE,,,,,
35:26.9,156,5,TRUE,,,,,
35:27.1,150,5,TRUE,,,,,
35:27.4,156,5,TRUE,,,,,
35:27.7,150,5,TRUE,,,,,
35:27.9,155,5,TRUE,,,,,
35:28.1,148,5,TRUE,,,,,
35:28.4,142,6,TRUE,,,,,
35:28.7,181,6,TRUE,,,,,
