Timestamp,TimeToClassify,LabelCount,IsRunningLocally,,,,,
34:21.7,223,7,TRUE,,,,159.987013,77
34:22.0,179,7,TRUE,,,,,
34:22.2,154,7,TRUE,,,,,
34:22.5,156,7,TRUE,,,,,
34:22.8,227,7,TRUE,,,,,
34:23.0,162,7,TRUE,,,,,
34:23.3,165,7,TRUE,,,,,
34:23.6,151,7,TRUE,,,,,
34:23.9,151,7,TRUE,,,,,
34:24.2,150,7,TRUE,,,,,
34:24.4,155,7,TRUE,,,,,
34:24.7,160,7,TRUE,,,,,
34:25.0,146,7,TRUE,,,,,
34:25.2,155,7,TRUE,,,,,
34:25.5,154,7,TRUE,,,,,
34:25.7,151,7,TRUE,,,,,
34:26.0,147,9,TRUE,,,,,
34:26.3,145,9,TRUE,,,,,
34:26.6,147,9,TRUE,,,,,
34:26.9,155,9,TRUE,,,,,
34:27.1,147,9,TRUE,,,,,
34:27.4,144,9,TRUE,,,,,
34:27.6,144,9,TRUE,,,,,
34:27.9,156,9,TRUE,,,,,
34:28.2,133,9,TRUE,,,,,
34:28.4,143,9,TRUE,,,,,
34:28.6,144,9,TRUE,,,,,
34:29.0,151,9,TRUE,,,,,
34:29.2,145,9,TRUE,,,,,
34:29.5,144,9,TRUE,,,,,
34:29.7,141,9,TRUE,,,,,
34:29.9,148,9,TRUE,,,,,
34:30.2,160,9,TRUE,,,,,
34:30.5,179,9,TRUE,,,,,
34:30.8,166,9,TRUE,,,,,
34:31.0,187,9,TRUE,,,,,
34:31.3,177,9,TRUE,,,,,
34:31.6,191,9,TRUE,,,,,
34:31.9,168,9,TRUE,,,,,
34:32.1,153,9,TRUE,,,,,
34:32.4,168,9,TRUE,,,,,
34:32.7,146,9,TRUE,,,,,
34:32.9,150,9,TRUE,,,,,
34:33.2,150,9,TRUE,,,,,
34:33.5,143,9,TRUE,,,,,
34:33.7,142,9,TRUE,,,,,
34:34.0,146,9,TRUE,,,,,
34:34.2,174,10,TRUE,,,,,
34:34.5,164,10,TRUE,,,,,
34:34.8,161,10,TRUE,,,,,
34:35.0,165,10,TRUE,,,,,
34:35.3,164,10,TRUE,,,,,
34:35.6,162,10,TRUE,,,,,
34:35.8,162,10,TRUE,,,,,
34:36.1,157,10,TRUE,,,,,
34:36.4,169,10,TRUE,,,,,
34:36.7,162,10,TRUE,,,,,
34:37.0,162,10,TRUE,,,,,
34:37.2,159,10,TRUE,,,,,
34:37.5,163,10,TRUE,,,,,
34:37.8,172,10,TRUE,,,,,
34:38.1,156,10,TRUE,,,,,
34:38.3,160,10,TRUE,,,,,
34:38.6,162,10,TRUE,,,,,
34:38.9,162,10,TRUE,,,,,
34:39.2,160,10,TRUE,,,,,
34:39.5,160,10,TRUE,,,,,
34:39.8,163,10,TRUE,,,,,
34:40.0,155,10,TRUE,,,,,
34:40.4,188,10,TRUE,,,,,
34:40.7,168,10,TRUE,,,,,
34:41.0,166,10,TRUE,,,,,
34:41.2,161,10,TRUE,,,,,
34:41.5,156,10,TRUE,,,,,
34:41.8,165,10,TRUE,,,,,
34:42.1,149,9,TRUE,,,,,
34:42.3,193,9,TRUE,,,,,
