Timestamp,Result Title,Result Confidence
20201230_103753,-
20201230_103753,shoe face_signs.mp4 0300 00:00
20201230_103758,vbram 0aERAELL
20201230_103759,PD Vbram BRAELL
20201230_103759,vibram BRAELL T
20201230_103800,vibram aBRAELL
20201230_103800,AD vibram BRRELL
20201230_103801,vibram BRRELL T
20201230_103801,vbram BRAELL
20201230_103802,vibram BRAELL T
20201230_103802,vibram BRAELL
20201230_103803,vibram BRAELL
20201230_103803,ww. 9905 T
20201230_103804,2 990-5 www T
20201230_103805,w.i 9905 www.a
20201230_103805,9905 www
20201230_103806,9905 www T
20201230_103806,2 990-5 ww.w
20201230_103807,www.R 990-5 www T
20201230_103807,w w. 990-5
20201230_103808,990-5
20201230_103808,9905 T
20201230_103809,XERO
20201230_103809,XERO
20201230_103810,XERO
20201230_103810,XERO
20201230_103811,XERO
20201230_103811,XERO
20201230_103812,XERO
20201230_103812,XERO
20201230_103813,XERO
20201230_103826,*
20201230_103832,*
20201230_103834,wwwwwwwww wwwww wwwwwwwwww w T
20201230_103834,-- . wwwwwwwwe wwwwwwwwww wwwwwwww T
20201230_103835,- wwwwwwwww wwwwww B wwwwww wwwwwwwwwwwww T
20201230_103835,www wwwwwwwww wwwww.ne wwwwwwwww ------.. T wwwwwwwww
20201230_103836,-- ..- wwwwwwwww - www wwww T wwwwwww
20201230_103836,ww wwwwwwww wwwwwwwwwwwm T wwwwwwwww. .----..
20201230_103837,www wwwwwww wwwwwwe wwwwwwwwwww wwwwwww. ...----nno
20201230_103837,wwwwwwwe wwwwwww wwwwww w.roc T www ---
20201230_103838,-- wwwwwwwww wwwwwwe wwwwwwwwwww -. wwwwwwwww
20201230_103838,T
20201230_103851,**
20201230_103852,**
20201230_103853,*
20201230_103900,T
20201230_103902,T
20201230_103906,T
20201230_103908,-
20201230_103909,*
20201230_103910,*
20201230_103912,**
20201230_103919,*
20201230_103921,T
20201230_103922,T
20201230_103923,T
20201230_103930,*
20201230_103937,*
20201230_103940,T
20201230_103941,*
20201230_103943,T *
20201230_103944,Cou Could not connect to device Try reconnecting or restarting your devic. OR
20201230_103945,Cou Could not connect to device ry reconnecting or restarting your device. K
20201230_103946,Cou Could not connect to device ry reconnecting or restarting Try r device K
20201230_103946,Cou Could not connect to device Try reconnecting or restarting yDur devic
