2020-05-25 02:09:41.630,/storage/emulated/0/Android/data/edu.temple.edge_playground/files/Movies/dogs_2.mp4,duration,20364
2020-05-25 02:09:41.633,/storage/emulated/0/Android/data/edu.temple.edge_playground/files/Movies/dogs_2.mp4,frame count,609
