2020-05-25 01:31:48.479,FirebaseVision - getInstance() - getOnDeviceTextRecognizer()
2020-05-25 01:31:48.866,FirebaseVisionTextRecognizer - processImage()
2020-05-25 01:31:49.200,Begin successful result processing
2020-05-25 01:31:49.200,Detected text element: Tel
2020-05-25 01:31:49.201,Detected text element: mne
2020-05-25 01:31:49.203,Detected text element: f
2020-05-25 01:31:49.205,Detected text element: Lorem
2020-05-25 01:31:49.205,Detected text element: ipsum
2020-05-25 01:31:49.206,Detected text element: dolor
2020-05-25 01:31:49.207,Detected text element: sit
2020-05-25 01:31:49.208,Detected text element: amet,
2020-05-25 01:31:49.208,Detected text element: Consectetur
2020-05-25 01:31:49.209,Detected text element: adipiscing
2020-05-25 01:31:49.210,Detected text element: elit.
2020-05-25 01:31:49.211,Detected text element: Duis
2020-05-25 01:31:49.211,Detected text element: mollis
2020-05-25 01:31:49.212,Detected text element: interdum
2020-05-25 01:31:49.213,Detected text element: interdum.
2020-05-25 01:31:49.214,Detected text element: Aliquam
2020-05-25 01:31:49.216,Detected text element: laoreet
2020-05-25 01:31:49.217,Detected text element: non
2020-05-25 01:31:49.218,Detected text element: felis
2020-05-25 01:31:49.219,Detected text element: quis
2020-05-25 01:31:49.220,Detected text element: placerat.
2020-05-25 01:31:49.220,Detected text element: Pellentesque
2020-05-25 01:31:49.221,Detected text element: fermentum
2020-05-25 01:31:49.221,Detected text element: velit
2020-05-25 01:31:49.222,Detected text element: erat,
2020-05-25 01:31:49.223,Detected text element: et
2020-05-25 01:31:49.224,Detected text element: tincidunt
2020-05-25 01:31:49.224,Detected text element: dui
2020-05-25 01:31:49.225,Detected text element: scelerisque
2020-05-25 01:31:49.226,Detected text element: non.
2020-05-25 01:31:49.226,Detected text element: Proin
2020-05-25 01:31:49.227,Detected text element: sem
2020-05-25 01:31:49.228,Detected text element: nisl,
2020-05-25 01:31:49.229,Detected text element: sollicitudin
2020-05-25 01:31:49.230,Detected text element: lobortis
2020-05-25 01:31:49.230,Detected text element: wwwwwwwwwwwwwwwwww
2020-05-25 01:31:49.231,Detected text element: wwww.wwwwwwwwwwwwwwwwwwwww
2020-05-25 01:31:49.231,Detected text element: wwwwwwwwwwwwwwwwwwwwwww
2020-05-25 01:31:49.232,Detected text element: wwwwwwwwwwwww.wwwwwwwwwwwwwwwwwwwwww.ww.
2020-05-25 01:31:49.233,Detected text element: wwwww.wwwwwww
2020-05-25 01:31:49.234,Detected text element: wwww.ww.mwwwwwwwwwwww.wwwwwww.
2020-05-25 01:31:49.234,Detected text element: wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww.
2020-05-25 01:31:49.235,Detected text element: wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
2020-05-25 01:31:49.235,Detected text element: wwwwwwwwwwwwwwwewwwwwwwwwwwwwwwwwwww.
2020-05-25 01:31:49.236,Detected text element: wwwwwwwwwwwwwww
2020-05-25 01:31:49.237,Detected text element: wnwwwwwwwwww
2020-05-25 01:31:49.237,Detected text element: wwwwwwwwwwwwwwwwww
2020-05-25 01:31:49.238,Detected text element: ww
2020-05-25 01:31:49.238,Detected text element: wwwwwww
2020-05-25 01:31:49.239,Detected text element: w
2020-05-25 01:31:49.240,Detected text element: ww
2020-05-25 01:31:49.240,Detected text element: wwwwwwwwwwwwwwwwww
2020-05-25 01:31:49.241,Detected text element: wwwwwwwwwwwwww.wwwwwwwwwwwwwwwwwwwwwwwww
2020-05-25 01:31:49.241,Detected text element: wwwwwwwwwwwwwwwwwwwwwwwwwwwwww
2020-05-25 01:31:49.242,Detected text element: www.wwwnnnoe
2020-05-25 01:31:49.242,Detected text element: MacBook
2020-05-25 01:31:49.243,Detected text element: Pro
2020-05-25 01:31:49.244,End successful result processing
2020-05-25 01:31:49.332,FirebaseVisionTextRecognizer - processImage()
2020-05-25 01:31:49.574,Begin successful result processing
2020-05-25 01:31:49.574,Detected text element: Tel
2020-05-25 01:31:49.575,Detected text element: mne
2020-05-25 01:31:49.575,Detected text element: f
