Timestamp,TimeToClassify,LabelCount,IsRunningLocally,,,,,
55:12.6,138,2,TRUE,,,,43.928,125
55:12.7,44,2,TRUE,,,,,
55:12.9,41,2,TRUE,,,,,
55:13.0,41,2,TRUE,,,,,
55:13.2,41,2,TRUE,,,,,
55:13.3,41,2,TRUE,,,,,
55:13.5,42,2,TRUE,,,,,
55:13.6,42,2,TRUE,,,,,
55:13.8,43,2,TRUE,,,,,
55:13.9,41,2,TRUE,,,,,
55:14.1,48,2,TRUE,,,,,
55:14.3,43,2,TRUE,,,,,
55:14.4,42,2,TRUE,,,,,
55:14.6,42,2,TRUE,,,,,
55:14.7,41,2,TRUE,,,,,
55:14.9,41,2,TRUE,,,,,
55:15.1,43,2,TRUE,,,,,
55:15.2,43,2,TRUE,,,,,
55:15.4,40,2,TRUE,,,,,
55:15.6,42,2,TRUE,,,,,
55:15.8,41,2,TRUE,,,,,
55:16.0,44,2,TRUE,,,,,
55:16.1,42,2,TRUE,,,,,
55:16.3,44,2,TRUE,,,,,
55:16.4,40,2,TRUE,,,,,
55:16.6,42,2,TRUE,,,,,
55:16.7,42,2,TRUE,,,,,
55:16.9,42,2,TRUE,,,,,
55:17.1,40,2,TRUE,,,,,
55:17.3,43,2,TRUE,,,,,
55:17.4,42,2,TRUE,,,,,
55:17.6,43,2,TRUE,,,,,
55:17.8,55,2,TRUE,,,,,
55:17.9,41,2,TRUE,,,,,
55:18.1,45,2,TRUE,,,,,
55:18.3,45,2,TRUE,,,,,
55:18.5,41,2,TRUE,,,,,
55:18.6,43,2,TRUE,,,,,
55:18.8,42,2,TRUE,,,,,
55:19.0,47,2,TRUE,,,,,
55:19.2,42,2,TRUE,,,,,
55:19.4,42,2,TRUE,,,,,
55:19.5,41,2,TRUE,,,,,
55:19.7,42,2,TRUE,,,,,
55:19.9,42,2,TRUE,,,,,
55:20.1,41,2,TRUE,,,,,
55:20.3,42,2,TRUE,,,,,
55:20.5,41,2,TRUE,,,,,
55:20.6,40,2,TRUE,,,,,
55:20.8,41,2,TRUE,,,,,
55:21.0,40,2,TRUE,,,,,
55:21.1,42,2,TRUE,,,,,
55:21.3,41,2,TRUE,,,,,
55:21.5,41,2,TRUE,,,,,
55:21.7,40,2,TRUE,,,,,
55:21.9,46,2,TRUE,,,,,
55:22.0,43,2,TRUE,,,,,
55:22.2,41,2,TRUE,,,,,
55:22.3,41,2,TRUE,,,,,
55:22.5,60,2,TRUE,,,,,
55:22.7,41,2,TRUE,,,,,
55:22.9,41,2,TRUE,,,,,
55:23.1,39,2,TRUE,,,,,
55:23.3,46,2,TRUE,,,,,
55:23.4,43,2,TRUE,,,,,
55:23.6,40,2,TRUE,,,,,
55:23.7,41,2,TRUE,,,,,
55:23.9,41,2,TRUE,,,,,
55:24.1,40,2,TRUE,,,,,
55:24.2,40,2,TRUE,,,,,
55:24.4,45,2,TRUE,,,,,
55:24.6,48,2,TRUE,,,,,
55:24.7,50,2,TRUE,,,,,
55:24.9,40,2,TRUE,,,,,
55:25.0,44,3,TRUE,,,,,
55:25.2,41,3,TRUE,,,,,
55:25.4,41,3,TRUE,,,,,
55:25.5,48,3,TRUE,,,,,
55:25.7,44,3,TRUE,,,,,
55:25.9,40,3,TRUE,,,,,
55:26.1,45,3,TRUE,,,,,
55:26.2,48,3,TRUE,,,,,
55:26.4,40,3,TRUE,,,,,
55:26.6,43,3,TRUE,,,,,
55:26.7,42,3,TRUE,,,,,
55:26.9,41,3,TRUE,,,,,
55:27.0,41,3,TRUE,,,,,
55:27.3,41,3,TRUE,,,,,
55:27.5,43,3,TRUE,,,,,
55:27.7,47,3,TRUE,,,,,
55:27.8,39,3,TRUE,,,,,
55:28.0,43,3,TRUE,,,,,
55:28.2,41,3,TRUE,,,,,
55:28.3,44,3,TRUE,,,,,
55:28.5,40,3,TRUE,,,,,
55:28.6,40,3,TRUE,,,,,
55:28.8,39,3,TRUE,,,,,
55:29.0,39,3,TRUE,,,,,
55:29.1,42,3,TRUE,,,,,
55:29.3,48,3,TRUE,,,,,
55:29.5,45,3,TRUE,,,,,
55:29.6,39,3,TRUE,,,,,
55:29.8,47,3,TRUE,,,,,
55:30.0,43,3,TRUE,,,,,
55:30.1,40,3,TRUE,,,,,
55:30.3,39,3,TRUE,,,,,
55:30.4,39,3,TRUE,,,,,
55:30.6,43,3,TRUE,,,,,
55:30.8,39,3,TRUE,,,,,
55:30.9,44,3,TRUE,,,,,
55:31.1,40,3,TRUE,,,,,
55:31.2,45,3,TRUE,,,,,
55:31.4,39,3,TRUE,,,,,
55:31.6,56,3,TRUE,,,,,
55:31.8,39,3,TRUE,,,,,
55:31.9,41,3,TRUE,,,,,
55:32.1,43,3,TRUE,,,,,
55:32.3,58,3,TRUE,,,,,
55:32.5,39,3,TRUE,,,,,
55:32.6,39,3,TRUE,,,,,
55:32.8,44,3,TRUE,,,,,
55:33.0,39,3,TRUE,,,,,
55:33.2,51,2,TRUE,,,,,
55:33.4,43,2,TRUE,,,,,
55:33.6,106,2,TRUE,,,,,
