Timestamp,TimeToClassify,LabelCount,IsRunningLocally,,,,,
54:24.9,133,2,TRUE,,,,43.64444444,135
54:25.0,44,2,TRUE,,,,,
54:25.2,41,2,TRUE,,,,,
54:25.3,40,2,TRUE,,,,,
54:25.4,41,2,TRUE,,,,,
54:25.6,41,2,TRUE,,,,,
54:25.7,43,2,TRUE,,,,,
54:25.8,41,2,TRUE,,,,,
54:26.0,42,2,TRUE,,,,,
54:26.1,45,2,TRUE,,,,,
54:26.2,40,2,TRUE,,,,,
54:26.4,40,2,TRUE,,,,,
54:26.5,42,2,TRUE,,,,,
54:26.6,41,2,TRUE,,,,,
54:26.8,41,2,TRUE,,,,,
54:26.9,42,2,TRUE,,,,,
54:27.0,41,2,TRUE,,,,,
54:27.2,42,2,TRUE,,,,,
54:27.3,47,2,TRUE,,,,,
54:27.5,44,2,TRUE,,,,,
54:27.6,41,2,TRUE,,,,,
54:27.7,41,2,TRUE,,,,,
54:28.0,46,2,TRUE,,,,,
54:28.1,53,2,TRUE,,,,,
54:28.3,42,2,TRUE,,,,,
54:28.5,49,2,TRUE,,,,,
54:28.6,41,2,TRUE,,,,,
54:28.8,43,2,TRUE,,,,,
54:28.9,39,2,TRUE,,,,,
54:29.1,41,3,TRUE,,,,,
54:29.2,40,3,TRUE,,,,,
54:29.4,43,3,TRUE,,,,,
54:29.5,44,3,TRUE,,,,,
54:29.7,42,3,TRUE,,,,,
54:29.9,44,3,TRUE,,,,,
54:30.1,60,3,TRUE,,,,,
54:30.3,51,3,TRUE,,,,,
54:30.4,49,3,TRUE,,,,,
54:30.6,40,3,TRUE,,,,,
54:30.7,42,3,TRUE,,,,,
54:30.9,48,3,TRUE,,,,,
54:31.0,41,3,TRUE,,,,,
54:31.2,39,3,TRUE,,,,,
54:31.4,42,3,TRUE,,,,,
54:31.5,42,3,TRUE,,,,,
54:31.7,42,3,TRUE,,,,,
54:31.8,42,3,TRUE,,,,,
54:32.0,42,3,TRUE,,,,,
54:32.2,49,3,TRUE,,,,,
54:32.4,48,3,TRUE,,,,,
54:32.6,46,3,TRUE,,,,,
54:32.7,41,3,TRUE,,,,,
54:32.8,45,3,TRUE,,,,,
54:33.0,42,3,TRUE,,,,,
54:33.1,44,3,TRUE,,,,,
54:33.3,41,3,TRUE,,,,,
54:33.4,44,3,TRUE,,,,,
54:33.6,43,3,TRUE,,,,,
54:33.8,41,3,TRUE,,,,,
54:33.9,47,3,TRUE,,,,,
54:34.1,41,3,TRUE,,,,,
54:34.3,45,3,TRUE,,,,,
54:34.4,42,3,TRUE,,,,,
54:34.6,42,3,TRUE,,,,,
54:34.8,40,3,TRUE,,,,,
54:34.9,43,3,TRUE,,,,,
54:35.1,55,3,TRUE,,,,,
54:35.3,39,3,TRUE,,,,,
54:35.4,42,3,TRUE,,,,,
54:35.6,42,3,TRUE,,,,,
54:35.7,48,3,TRUE,,,,,
54:35.9,41,3,TRUE,,,,,
54:36.1,41,3,TRUE,,,,,
54:36.3,43,3,TRUE,,,,,
54:36.5,41,3,TRUE,,,,,
54:36.6,42,3,TRUE,,,,,
54:36.8,44,3,TRUE,,,,,
54:36.9,42,3,TRUE,,,,,
54:37.1,40,3,TRUE,,,,,
54:37.2,40,3,TRUE,,,,,
54:37.4,41,3,TRUE,,,,,
54:37.6,42,3,TRUE,,,,,
54:37.8,41,3,TRUE,,,,,
54:37.9,42,3,TRUE,,,,,
54:38.0,40,3,TRUE,,,,,
54:38.2,40,3,TRUE,,,,,
54:38.4,60,3,TRUE,,,,,
54:38.6,45,3,TRUE,,,,,
54:38.7,40,3,TRUE,,,,,
54:38.9,41,3,TRUE,,,,,
54:39.1,41,3,TRUE,,,,,
54:39.2,40,3,TRUE,,,,,
54:39.4,41,3,TRUE,,,,,
54:39.5,45,3,TRUE,,,,,
54:39.7,41,3,TRUE,,,,,
54:39.9,41,3,TRUE,,,,,
54:40.0,39,3,TRUE,,,,,
54:40.2,48,3,TRUE,,,,,
54:40.3,39,3,TRUE,,,,,
54:40.4,39,3,TRUE,,,,,
54:40.6,40,3,TRUE,,,,,
54:40.7,40,3,TRUE,,,,,
54:40.9,39,3,TRUE,,,,,
54:41.0,40,3,TRUE,,,,,
54:41.1,39,3,TRUE,,,,,
54:41.3,41,3,TRUE,,,,,
54:41.4,41,3,TRUE,,,,,
54:41.6,39,3,TRUE,,,,,
54:41.7,39,3,TRUE,,,,,
54:41.8,42,3,TRUE,,,,,
54:42.0,40,3,TRUE,,,,,
54:42.1,42,3,TRUE,,,,,
54:42.3,40,3,TRUE,,,,,
54:42.4,41,3,TRUE,,,,,
54:42.6,40,3,TRUE,,,,,
54:42.7,39,3,TRUE,,,,,
54:42.9,40,3,TRUE,,,,,
54:43.0,41,3,TRUE,,,,,
54:43.2,70,3,TRUE,,,,,
54:43.4,39,3,TRUE,,,,,
54:43.5,40,3,TRUE,,,,,
54:43.7,41,3,TRUE,,,,,
54:43.9,44,3,TRUE,,,,,
54:44.0,39,3,TRUE,,,,,
54:44.1,40,3,TRUE,,,,,
54:44.3,41,3,TRUE,,,,,
54:44.5,39,3,TRUE,,,,,
54:44.6,39,3,TRUE,,,,,
54:44.7,39,3,TRUE,,,,,
54:44.9,41,3,TRUE,,,,,
54:45.0,39,3,TRUE,,,,,
54:45.2,40,3,TRUE,,,,,
54:45.3,40,3,TRUE,,,,,
54:45.5,41,3,TRUE,,,,,
54:45.8,107,3,TRUE,,,,,
