Timestamp,TimeToClassify,LabelCount,IsRunningLocally,,,,,
09:42.2,781,18,FALSE,,,,593.7931034,29
09:42.7,438,18,FALSE,,,,,
09:43.4,503,18,FALSE,,,,,
09:43.9,412,18,FALSE,,,,,
09:44.6,577,18,FALSE,,,,,
09:45.4,747,18,FALSE,,,,,
09:46.3,683,18,FALSE,,,,,
09:47.0,563,14,FALSE,,,,,
09:47.5,406,14,FALSE,,,,,
09:48.1,462,14,FALSE,,,,,
09:48.8,567,14,FALSE,,,,,
09:49.5,583,14,FALSE,,,,,
09:50.2,570,14,FALSE,,,,,
09:51.1,679,14,FALSE,,,,,
09:51.9,691,14,FALSE,,,,,
09:52.6,541,14,FALSE,,,,,
09:53.1,468,14,FALSE,,,,,
09:53.8,560,14,FALSE,,,,,
09:54.5,564,17,FALSE,,,,,
09:55.4,692,17,FALSE,,,,,
09:56.2,657,17,FALSE,,,,,
09:57.1,762,17,FALSE,,,,,
09:57.8,586,17,FALSE,,,,,
09:58.5,597,17,FALSE,,,,,
09:59.3,592,17,FALSE,,,,,
10:00.1,626,17,FALSE,,,,,
10:00.7,499,17,FALSE,,,,,
10:01.5,674,17,FALSE,,,,,
10:02.4,740,17,FALSE,,,,,
