RECORD,T1,T2,T3,T4,T5,AVG,CPU_EWMA,T1,T2,T3,T4,T5,AVG,MEM_EWMA
1,185,171,180,151,165,170.4,170.4,8.3,7.8,8,7.2,8.1,7.88,7.88
2,217,126,189,132,142,161.2,161.2,7.2,7.1,6,7.4,7.4,7.02,7.02
3,146,161,132,150,157,149.2,149.2,6.3,6,6.2,6.1,7,6.32,6.32
4,137,151,126,127,141,136.4,136.4,6.3,5.2,5.9,5.5,5.5,5.68,5.68
5,131,139,132,137,168,141.4,141.4,5.3,5,4.9,5.4,5.1,5.14,5.14
6,144,141,132,170,148,147,147,4.5,5.1,4.3,5.5,5,4.88,4.88
7,133,158,132,143,131,139.4,139.4,4.3,4.9,4,4.7,4.2,4.42,4.42
8,142,140,158,147,132,143.8,143.8,4,4.7,4,4.5,4.1,4.26,4.26
9,150,115,156,151,138,142,142,3.7,4.6,3.9,4.6,4.1,4.18,4.18
10,146,141,121,161,105,134.8,134.8,3.7,4.6,3.9,4.6,4,4.16,4.16
11,145,140,153,158,150,149.2,149.2,3.7,4.5,3.8,4.6,4,4.12,4.12
12,123,148,136,153,153,142.6,142.6,3.7,4.4,3.9,4.6,4,4.12,4.12
13,151,140,148,151,130,144,144,3.7,4.5,3.9,4.6,3.7,4.08,4.08
14,150,133,127,139,138,137.4,137.4,3.7,4.6,3.8,4.7,3.7,4.1,4.1
15,137,148,151,154,142,146.4,146.4,3.7,4.5,3.8,4.5,3.7,4.04,4.04
16,115,150,163,151,159,147.6,147.6,3.3,4.5,3.7,4.4,3.7,3.92,3.92
17,124,148,137,159,154,144.4,144.4,3.2,4.5,3.7,4.4,3.8,3.92,3.92
18,125,151,147,144,154,144.2,144.2,3.2,4.4,3.7,4.4,3.8,3.9,3.9
19,132,158,150,151,136,145.4,145.4,3.3,4.4,3.4,4.5,3.9,3.9,3.9
20,148,140,140,152,148,145.6,145.6,3.3,3.9,3.4,4.5,3.9,3.8,3.8
21,145,142,140,162,139,145.6,145.6,3.3,3.9,3.3,4.5,3.9,3.78,3.78
22,148,158,151,165,153,155,155,3.2,3.9,3.3,4.5,3.5,3.68,3.68
23,153,124,146,159,153,147,147,3.2,3.9,3.3,4.5,3.5,3.68,3.68
24,146,132,161,154,151,148.8,148.8,3.1,3.9,3.3,4.5,3.9,3.74,3.74
25,154,145,159,156,162,155.2,155.2,3,3.9,3.3,5,4.3,3.9,3.9
26,145,145,142,169,148,149.8,149.8,3,4.2,3.3,5,4.3,3.96,3.96
27,157,163,138,165,151,154.8,154.8,3,4.2,3.3,5.1,3.6,3.84,3.84
28,154,151,142,154,158,151.8,151.8,3,4.3,3.3,5.1,3.6,3.86,3.86
29,160,156,148,145,150,151.8,151.8,3,4.3,3.2,4.4,3.7,3.72,3.72
30,153,162,154,154,158,156.2,156.2,3,4.2,3.1,4.5,3.8,3.72,3.72
31,154,163,150,154,158,155.8,155.8,3,4.2,3.1,4.5,3.7,3.7,3.7
32,150,163,159,163,146,156.2,156.2,3,4.2,3.1,4.5,3.8,3.72,3.72
33,168,168,159,159,161,163,163,3,4.2,3.2,4.5,3.8,3.74,3.74
34,159,147,150,163,158,155.4,155.4,3,4.3,3.3,4.5,3.8,3.78,3.78
35,153,172,162,166,158,162.2,162.2,3,4.4,3.3,4.6,3.8,3.82,3.82
36,148,169,162,163,170,162.4,162.4,3,4.4,3.3,4.6,3.9,3.84,3.84
37,162,157,181,175,165,168,168,3,4.4,3.3,5.4,4.9,4.2,4.2
38,159,187,169,175,146,167.2,167.2,3,5,3.5,5.6,4.9,4.4,4.4
39,157,160,166,151,159,158.6,158.6,3,5.4,3.6,5.7,4.9,4.52,4.52
40,142,160,163,166,163,158.8,158.8,3,5.4,3.6,5.7,4.9,4.52,4.52
41,153,142,157,145,175,154.4,154.4,3,5.4,3.6,5.7,4.9,4.52,4.52
42,160,160,160,145,151,155.2,155.2,3,5.5,3.7,5.7,5,4.58,4.58
43,163,166,166,159,163,163.4,163.4,3,5.5,3.7,5.8,5,4.6,4.6
44,169,166,160,154,154,160.6,160.6,3,5.5,3.7,5.8,5,4.6,4.6
45,157,157,160,148,160,156.4,156.4,3,5.5,3.7,5.8,5,4.6,4.6
46,156,151,157,154,160,155.6,155.6,3,5.5,3.7,5.8,5,4.6,4.6
47,163,163,163,166,160,163,163,3,5.5,3.7,5.8,5,4.6,4.6
48,160,160,157,160,163,160,160,3,5.5,3.7,5.8,5.1,4.62,4.62
49,157,154,163,152,166,158.4,158.4,3,4.9,3.8,5.8,4.4,4.38,4.38
50,163,160,141,166,163,158.6,158.6,3,4.9,3.3,5.9,4.5,4.32,4.32
51,168,166,154,166,163,163.4,163.4,3,4.9,3.3,5.9,4.5,4.32,4.32
52,156,163,163,181,157,164,164,3,5,3.3,5.9,4.5,4.34,4.34
53,151,163,163,160,160,159.4,159.4,3,5,3.3,5.2,4.5,4.2,4.2
54,159,147,151,157,163,155.4,155.4,3,5,3.3,5.3,4.5,4.22,4.22
55,160,157,157,152,160,157.2,157.2,3,5,3.3,5.3,4.5,4.22,4.22
56,154,166,154,165,154,158.6,158.6,3,5,3.3,5.3,4.6,4.24,4.24
57,166,151,163,163,163,161.2,161.2,3,5,3.3,5.3,4.6,4.24,4.24
58,163,166,154,154,163,160,160,3,5.1,3.4,5.3,4.6,4.28,4.28
59,160,168,160,168,163,163.8,163.8,3,5.1,3.4,5.4,4.6,4.3,4.3
