RECORD,T1,T2,T3,T4,T5,AVG,CPU_EWMA,T1,T2,T3,T4,T5,AVG,MEM_EWMA
1,181,151,205,195,250,196.4,196.4,6.7,7.3,7.9,7.7,6.3,7.18,7.18
2,148,134,164,139,140,145,145,7.4,7.1,7.1,6.8,6.6,7,7
3,168,148,135,138,154,148.6,148.6,6.4,5.8,7.5,6.1,6.7,6.5,6.5
4,146,93.6,147,131,153,134.12,134.12,5,5.4,6.3,6,6.8,5.9,5.9
5,140,148,135,138,168,145.8,145.8,4.7,5.5,5.6,5.6,7,5.68,5.68
6,142,141,130,151,162,145.2,145.2,4.8,5.5,5.3,5.5,6.5,5.52,5.52
7,145,146,143,206,159,159.8,159.8,4.5,5.6,4.5,5,6.5,5.22,5.22
8,143,145,145,153,154,148,148,4.1,5.5,4.3,4.4,6.5,4.96,4.96
9,148,158,163,155,150,154.8,154.8,4.1,5.5,4.2,4.4,6.6,4.96,4.96
10,133,148,122,134,150,137.4,137.4,4,5.4,4.2,4.3,6.6,4.9,4.9
11,137,154,158,140,160,149.8,149.8,3.8,5.5,4.2,4.3,6.6,4.88,4.88
12,166,148,128,159,165,153.2,153.2,3.7,5.2,4.1,4.3,6.6,4.78,4.78
13,141,143,143,151,165,148.6,148.6,3.7,5.3,4,4.3,6.7,4.8,4.8
14,144,141,146,150,157,147.6,147.6,3.6,5.3,3.8,4.3,6.8,4.76,4.76
15,153,158,141,154,162,153.6,153.6,3.7,5.3,3.6,4.3,6.8,4.74,4.74
16,150,150,148,148,154,150,150,3.7,4.6,3.3,4.2,6.8,4.52,4.52
17,154,165,133,161,148,152.2,152.2,3.8,4.6,3.3,3.9,6.9,4.5,4.5
18,150,139,144,141,163,147.4,147.4,3.7,4.6,3.3,3.9,6.9,4.48,4.48
19,148,144,146,127,166,146.2,146.2,3.8,4.6,3.3,4.1,6.9,4.54,4.54
20,141,146,145,142,151,145,145,3.8,4.7,3.4,4.1,7,4.6,4.6
21,150,170,154,140,157,154.2,154.2,3.4,5,3.3,4.1,7,4.56,4.56
22,144,158,168,150,157,155.4,155.4,3.4,5.3,3.7,4.1,7,4.7,4.7
23,145,154,140,161,152,150.4,150.4,3.4,5.3,4,4.1,7,4.76,4.76
24,135,160,165,163,160,156.6,156.6,3.4,5.3,3.9,4.1,7.1,4.76,4.76
25,135,154,150,169,160,153.6,153.6,3.3,5.3,3.9,4.2,7.1,4.76,4.76
26,134,151,140,142,157,144.8,144.8,3.3,5.3,3.9,4.2,7.1,4.76,4.76
27,154,153,165,166,163,160.2,160.2,3.2,5.3,4,4.5,7.1,4.82,4.82
28,148,156,165,175,163,161.4,161.4,3.3,5.4,3.6,4.7,7.1,4.82,4.82
29,158,154,153,160,166,158.2,158.2,3.2,5.4,3.6,4.8,6.4,4.68,4.68
30,158,163,154,160,160,159,159,3.2,5.5,3.6,4.8,6.5,4.72,4.72
31,150,154,150,145,163,152.4,152.4,3.4,5.5,3.6,4.8,6.5,4.76,4.76
32,150,155,156,166,154,156.2,156.2,3.4,5.5,3.6,4.1,6.5,4.62,4.62
33,156,160,160,163,142,156.2,156.2,3.4,5.5,3.6,4.1,6.5,4.62,4.62
34,161,160,156,166,151,158.8,158.8,3,5.6,3.7,4.2,6.5,4.6,4.6
35,158,160,162,160,166,161.2,161.2,3,5.6,3.7,4.3,6.6,4.64,4.64
36,165,151,165,151,160,158.4,158.4,3,5.6,3.7,4.4,7.2,4.78,4.78
37,156,160,159,166,152,158.6,158.6,3,4.9,3.8,4.4,7.3,4.68,4.68
38,162,160,143,160,160,157,157,3,5,3.8,4.4,7.3,4.7,4.7
39,148,163,151,175,160,159.4,159.4,3,5.1,4.4,4.4,7.3,4.84,4.84
40,171,151,163,152,148,157,157,3,5.1,4.8,5.3,7.4,5.12,5.12
41,156,163,160,163,154,159.2,159.2,3,5.1,4.8,5.3,7.4,5.12,5.12
42,159,157,148,163,160,157.4,157.4,3,5.1,4.8,5.3,7.4,5.12,5.12
43,148,157,160,151,160,155.2,155.2,3,5.1,4.8,5.3,7.4,5.12,5.12
44,151,145,153,146,166,152.2,152.2,3,5.1,4.8,5.3,7.4,5.12,5.12
45,157,160,163,154,151,157,157,3.1,5.2,4.8,5.4,7.4,5.18,5.18
46,157,154,163,157,151,156.4,156.4,3.1,5.2,4.8,5.4,7.5,5.2,5.2
