Timestamp,Result Title,Result Confidence
20201230_082954,Female,0.9700556
Male,0.029944425

20201230_082955,Male,0.9139674
Female,0.0860326

20201230_082955,Female,0.964273
Male,0.035727013

20201230_082956,Male,0.89390385
Female,0.10609622

20201230_082956,Female,0.97581017
Male,0.024189774

20201230_082957,Male,0.88511515
Female,0.11488482

20201230_082957,Female,0.9771408
Male,0.022859275

20201230_082958,Male,0.8736484
Female,0.1263515

20201230_082958,Male,0.8680334
Female,0.1319666

20201230_082959,Male,0.9667517
Female,0.033248242

20201230_083000,Male,0.9680094
Female,0.031990543

20201230_083000,Male,0.9688685
Female,0.031131487

20201230_083001,Male,0.9680093
Female,0.031990644

20201230_083002,Male,0.9683857
Female,0.03161436

20201230_083002,Male,0.9684854
Female,0.0315146

20201230_083003,Male,0.96857554
Female,0.031424463

20201230_083004,Male,0.9688066
Female,0.031193363

20201230_083004,Female,0.98807496
Male,0.011925098

20201230_083005,Female,0.9847171
Male,0.01528287

20201230_083006,Female,0.9886541
Male,0.011345972

20201230_083006,Female,0.9842823
Male,0.01571766

20201230_083007,Female,0.9830862
Male,0.016913818

20201230_083008,Female,0.98366565
Male,0.01633435

20201230_083008,Female,0.98665667
Male,0.013343329

20201230_083009,Female,0.99827695
Male,0.0017230042

20201230_083010,Female,0.9985487
Male,0.0014512462

20201230_083010,Female,0.99817944
Male,0.0018205487

20201230_083011,Female,0.9982856
Male,0.0017143387

20201230_083012,Female,0.9984268
Male,0.001573199

20201230_083012,Female,0.9983229
Male,0.0016771021

20201230_083013,Female,0.99828607
Male,0.0017139014

20201230_083014,Female,0.9988715
Male,0.001128503

20201230_083014,Male,0.9663898
Female,0.03361027

20201230_083015,Male,0.9668069
Female,0.03319314

20201230_083016,Male,0.95478094
Female,0.04521907

20201230_083016,31-40,0.41331092
41-50,0.3578718
21-30,0.12776294

20201230_083017,Male,0.9555719
Female,0.04442815

20201230_083017,Male,0.96577835
Female,0.034221664

20201230_083018,Male,0.9534231
Female,0.046576932

20201230_083019,Male,0.9663612
Female,0.03363878

20201230_083019,Male,0.8345017
Female,0.16549829

20201230_083020,Male,0.8767459
Female,0.12325419

20201230_083021,Male,0.89991546
Female,0.10008453

20201230_083022,Male,0.877959
Female,0.12204096

20201230_083022,Male,0.86014634
Female,0.13985367

20201230_083023,Male,0.8461234
Female,0.15387656

20201230_083024,Male,0.880922
Female,0.11907802

20201230_083025,Female,0.9728459
Male,0.027154086

20201230_083025,Female,0.97405744
Male,0.025942557

20201230_083026,Female,0.9777543
Male,0.022245636

20201230_083027,Female,0.9791341
Male,0.020865912

20201230_083028,Female,0.9750269
Male,0.024973067

20201230_083028,Female,0.9748179
Male,0.025182119

20201230_083029,Female,0.9621009
Male,0.037899066

20201230_083030,Female,0.960201
Male,0.039798997

20201230_083030,21-30,0.39580616
31-40,0.2967615
11-20,0.17728765

20201230_083031,Female,0.9572469
Male,0.042753097

20201230_083031,Female,0.9551235
Male,0.044876467

20201230_083032,Female,0.95860803
Male,0.041391946

20201230_083033,Female,0.9553395
Male,0.044660434

20201230_083033,71-100,0.31434712
21-30,0.24968624
31-40,0.22109447

20201230_083034,Female,0.96270335
Male,0.037296604

20201230_083034,Female,0.99139273
Male,0.008607267

20201230_083035,Female,0.9900241
Male,0.009975881

20201230_083036,Female,0.9922162
Male,0.007783784

20201230_083037,Female,0.9911584
Male,0.008841596

20201230_083037,31-40,0.20149064
41-50,0.1581793
51-60,0.15801474

20201230_083038,Female,0.99245477
Male,0.0075451583

20201230_083038,Female,0.9926851
Male,0.007314925

20201230_083039,Male,0.94222844
Female,0.057771545

20201230_083044,Female,0.8997866
Male,0.1002134

20201230_083045,Female,0.88376975
Male,0.11623023

20201230_083046,Female,0.9346104
Male,0.065389626

20201230_083047,Female,0.8942093
Male,0.10579067

20201230_083048,Female,0.89167005
Male,0.10832991

20201230_083048,71-100,0.8901982
21-30,0.04737897
31-40,0.032195702

20201230_083049,Female,0.88876224
Male,0.11123782

