Timestamp,TimeToClassify,LabelCount,IsRunningLocally,,,,,
39:21.2,135,3,TRUE,,,,42.62264151,159
39:21.3,43,3,TRUE,,,,,
39:21.4,43,3,TRUE,,,,,
39:21.5,41,3,TRUE,,,,,
39:21.6,41,3,TRUE,,,,,
39:21.7,41,3,TRUE,,,,,
39:21.9,41,3,TRUE,,,,,
39:22.0,41,3,TRUE,,,,,
39:22.1,44,3,TRUE,,,,,
39:22.2,42,3,TRUE,,,,,
39:22.3,42,3,TRUE,,,,,
39:22.4,54,3,TRUE,,,,,
39:22.6,41,3,TRUE,,,,,
39:22.7,42,3,TRUE,,,,,
39:22.8,41,3,TRUE,,,,,
39:23.0,43,3,TRUE,,,,,
39:23.1,41,3,TRUE,,,,,
39:23.2,42,3,TRUE,,,,,
39:23.3,43,3,TRUE,,,,,
39:23.5,42,3,TRUE,,,,,
39:23.6,48,3,TRUE,,,,,
39:23.7,45,3,TRUE,,,,,
39:23.8,42,3,TRUE,,,,,
39:24.0,41,3,TRUE,,,,,
39:24.1,41,3,TRUE,,,,,
39:24.2,41,3,TRUE,,,,,
39:24.4,48,3,TRUE,,,,,
39:24.5,45,3,TRUE,,,,,
39:24.6,41,3,TRUE,,,,,
39:24.8,41,3,TRUE,,,,,
39:24.9,42,3,TRUE,,,,,
39:25.0,42,3,TRUE,,,,,
39:25.1,46,3,TRUE,,,,,
39:25.3,51,3,TRUE,,,,,
39:25.5,53,3,TRUE,,,,,
39:25.6,41,3,TRUE,,,,,
39:25.8,41,3,TRUE,,,,,
39:25.9,41,3,TRUE,,,,,
39:26.0,41,3,TRUE,,,,,
39:26.2,41,3,TRUE,,,,,
39:26.3,42,3,TRUE,,,,,
39:26.4,47,3,TRUE,,,,,
39:26.5,40,3,TRUE,,,,,
39:26.7,40,3,TRUE,,,,,
39:26.8,41,3,TRUE,,,,,
39:27.0,41,3,TRUE,,,,,
39:27.1,42,3,TRUE,,,,,
39:27.2,41,3,TRUE,,,,,
39:27.4,41,3,TRUE,,,,,
39:27.5,40,3,TRUE,,,,,
39:27.6,41,3,TRUE,,,,,
39:27.7,45,3,TRUE,,,,,
39:27.9,45,3,TRUE,,,,,
39:28.0,46,3,TRUE,,,,,
39:28.2,43,3,TRUE,,,,,
39:28.4,41,3,TRUE,,,,,
39:28.5,40,3,TRUE,,,,,
39:28.6,43,3,TRUE,,,,,
39:28.8,41,3,TRUE,,,,,
39:29.0,43,3,TRUE,,,,,
39:29.1,42,3,TRUE,,,,,
39:29.2,40,3,TRUE,,,,,
39:29.4,41,3,TRUE,,,,,
39:29.5,40,3,TRUE,,,,,
39:29.6,40,3,TRUE,,,,,
39:29.7,41,3,TRUE,,,,,
39:29.9,41,3,TRUE,,,,,
39:30.1,41,3,TRUE,,,,,
39:30.2,40,3,TRUE,,,,,
39:30.3,41,3,TRUE,,,,,
39:30.4,42,3,TRUE,,,,,
39:30.6,42,3,TRUE,,,,,
39:30.7,43,3,TRUE,,,,,
39:30.8,44,3,TRUE,,,,,
39:31.0,43,3,TRUE,,,,,
39:31.1,49,3,TRUE,,,,,
39:31.2,43,3,TRUE,,,,,
39:31.4,44,3,TRUE,,,,,
39:31.5,41,3,TRUE,,,,,
39:31.7,43,3,TRUE,,,,,
39:31.8,41,3,TRUE,,,,,
39:31.9,40,3,TRUE,,,,,
39:32.0,42,3,TRUE,,,,,
39:32.1,41,3,TRUE,,,,,
39:32.3,41,3,TRUE,,,,,
39:32.4,41,3,TRUE,,,,,
39:32.5,41,3,TRUE,,,,,
39:32.6,41,3,TRUE,,,,,
39:32.8,42,3,TRUE,,,,,
39:32.9,41,3,TRUE,,,,,
39:33.0,41,3,TRUE,,,,,
39:33.1,41,3,TRUE,,,,,
39:33.3,41,3,TRUE,,,,,
39:33.4,46,3,TRUE,,,,,
39:33.5,41,3,TRUE,,,,,
39:33.7,41,3,TRUE,,,,,
39:33.8,41,3,TRUE,,,,,
39:34.0,42,3,TRUE,,,,,
39:34.1,41,3,TRUE,,,,,
39:34.2,44,3,TRUE,,,,,
39:34.4,46,3,TRUE,,,,,
39:34.5,40,3,TRUE,,,,,
39:34.6,41,3,TRUE,,,,,
39:34.7,42,3,TRUE,,,,,
39:34.9,42,3,TRUE,,,,,
39:35.0,41,3,TRUE,,,,,
39:35.1,41,3,TRUE,,,,,
39:35.2,45,3,TRUE,,,,,
39:35.4,50,3,TRUE,,,,,
39:35.5,42,3,TRUE,,,,,
39:35.6,41,3,TRUE,,,,,
39:35.7,41,3,TRUE,,,,,
39:35.8,40,3,TRUE,,,,,
39:35.9,40,3,TRUE,,,,,
39:36.0,45,3,TRUE,,,,,
39:36.2,43,3,TRUE,,,,,
39:36.3,40,3,TRUE,,,,,
39:36.4,39,3,TRUE,,,,,
39:36.6,41,3,TRUE,,,,,
39:36.7,40,3,TRUE,,,,,
39:36.9,43,3,TRUE,,,,,
39:37.0,39,3,TRUE,,,,,
39:37.1,44,3,TRUE,,,,,
39:37.2,42,3,TRUE,,,,,
39:37.3,41,3,TRUE,,,,,
39:37.4,39,3,TRUE,,,,,
39:37.5,41,3,TRUE,,,,,
39:37.7,44,3,TRUE,,,,,
39:37.9,41,3,TRUE,,,,,
39:38.0,42,3,TRUE,,,,,
39:38.1,44,3,TRUE,,,,,
39:38.2,43,3,TRUE,,,,,
39:38.3,39,3,TRUE,,,,,
39:38.4,43,3,TRUE,,,,,
39:38.6,40,3,TRUE,,,,,
39:38.8,39,3,TRUE,,,,,
39:38.9,39,3,TRUE,,,,,
39:39.0,39,3,TRUE,,,,,
39:39.1,40,3,TRUE,,,,,
39:39.3,40,3,TRUE,,,,,
39:39.4,39,3,TRUE,,,,,
39:39.5,39,3,TRUE,,,,,
39:39.6,41,3,TRUE,,,,,
39:39.8,42,3,TRUE,,,,,
39:39.9,42,3,TRUE,,,,,
39:40.0,39,3,TRUE,,,,,
39:40.1,40,3,TRUE,,,,,
39:40.2,46,3,TRUE,,,,,
39:40.4,43,3,TRUE,,,,,
39:40.5,39,3,TRUE,,,,,
39:40.6,43,3,TRUE,,,,,
39:40.8,39,3,TRUE,,,,,
39:40.9,41,3,TRUE,,,,,
39:41.0,40,3,TRUE,,,,,
39:41.1,41,3,TRUE,,,,,
39:41.3,42,3,TRUE,,,,,
39:41.4,43,3,TRUE,,,,,
39:41.6,43,3,TRUE,,,,,
39:41.7,44,3,TRUE,,,,,
