2020-05-25 03:35:56.997,/storage/emulated/0/Android/data/edu.temple.edge_playground/files/Movies/dogs_1_crf51.mp4,duration,20248
2020-05-25 03:35:57.000,/storage/emulated/0/Android/data/edu.temple.edge_playground/files/Movies/dogs_1_crf51.mp4,frame count,606
