Timestamp,TimeToClassify,LabelCount,IsRunningLocally,,,,,
33:29.0,245,7,TRUE,,,,153.7662338,77
33:29.3,162,7,TRUE,,,,,
33:29.6,163,7,TRUE,,,,,
33:29.8,153,7,TRUE,,,,,
33:30.1,184,7,TRUE,,,,,
33:30.4,146,7,TRUE,,,,,
33:30.7,189,7,TRUE,,,,,
33:31.0,156,7,TRUE,,,,,
33:31.2,142,7,TRUE,,,,,
33:31.5,147,7,TRUE,,,,,
33:31.7,150,7,TRUE,,,,,
33:32.0,142,7,TRUE,,,,,
33:32.3,149,7,TRUE,,,,,
33:32.5,153,7,TRUE,,,,,
33:32.8,144,7,TRUE,,,,,
33:33.0,152,7,TRUE,,,,,
33:33.3,142,9,TRUE,,,,,
33:33.5,139,9,TRUE,,,,,
33:33.8,142,9,TRUE,,,,,
33:34.0,146,9,TRUE,,,,,
33:34.3,145,9,TRUE,,,,,
33:34.6,143,9,TRUE,,,,,
33:34.9,160,9,TRUE,,,,,
33:35.1,136,9,TRUE,,,,,
33:35.4,137,9,TRUE,,,,,
33:35.6,138,9,TRUE,,,,,
33:35.9,160,9,TRUE,,,,,
33:36.2,149,9,TRUE,,,,,
33:36.5,136,9,TRUE,,,,,
33:36.7,141,9,TRUE,,,,,
33:37.0,140,9,TRUE,,,,,
33:37.3,137,9,TRUE,,,,,
33:37.5,154,9,TRUE,,,,,
33:37.8,155,9,TRUE,,,,,
33:38.1,173,9,TRUE,,,,,
33:38.4,137,9,TRUE,,,,,
33:38.6,140,9,TRUE,,,,,
33:38.9,140,9,TRUE,,,,,
33:39.2,137,9,TRUE,,,,,
33:39.5,143,9,TRUE,,,,,
33:39.7,142,9,TRUE,,,,,
33:40.0,139,9,TRUE,,,,,
33:40.2,145,9,TRUE,,,,,
33:40.5,147,9,TRUE,,,,,
33:40.7,139,9,TRUE,,,,,
33:41.0,146,9,TRUE,,,,,
33:41.2,145,9,TRUE,,,,,
33:41.5,145,9,TRUE,,,,,
33:41.7,154,10,TRUE,,,,,
33:42.0,161,10,TRUE,,,,,
33:42.3,156,10,TRUE,,,,,
33:42.5,153,10,TRUE,,,,,
33:42.8,157,10,TRUE,,,,,
33:43.1,154,10,TRUE,,,,,
33:43.4,184,10,TRUE,,,,,
33:43.7,198,10,TRUE,,,,,
33:44.0,158,10,TRUE,,,,,
33:44.2,165,10,TRUE,,,,,
33:44.5,163,10,TRUE,,,,,
33:44.7,158,10,TRUE,,,,,
33:45.0,159,10,TRUE,,,,,
33:45.3,158,10,TRUE,,,,,
33:45.5,186,10,TRUE,,,,,
33:45.8,160,10,TRUE,,,,,
33:46.1,156,10,TRUE,,,,,
33:46.4,157,10,TRUE,,,,,
33:46.7,156,10,TRUE,,,,,
33:46.9,154,10,TRUE,,,,,
33:47.2,153,10,TRUE,,,,,
33:47.4,159,10,TRUE,,,,,
33:47.7,156,10,TRUE,,,,,
33:48.0,159,10,TRUE,,,,,
33:48.3,156,10,TRUE,,,,,
33:48.6,154,10,TRUE,,,,,
33:48.8,160,10,TRUE,,,,,
33:49.1,158,10,TRUE,,,,,
33:49.4,143,9,TRUE,,,,,
