Timestamp,TimeToClassify,LabelCount,IsRunningLocally,,,,,
13:04.7,802,20,FALSE,,,,634.2307692,26
13:05.4,534,20,FALSE,,,,,
13:06.2,693,20,FALSE,,,,,
13:07.0,691,20,FALSE,,,,,
13:07.9,696,20,FALSE,,,,,
13:08.6,556,20,FALSE,,,,,
13:09.4,654,20,FALSE,,,,,
13:10.2,680,20,FALSE,,,,,
13:11.0,643,20,FALSE,,,,,
13:12.0,719,20,FALSE,,,,,
13:12.6,485,20,FALSE,,,,,
13:13.4,636,20,FALSE,,,,,
13:14.2,661,20,FALSE,,,,,
13:15.0,645,20,FALSE,,,,,
13:15.8,649,20,FALSE,,,,,
13:16.7,670,20,FALSE,,,,,
13:17.4,578,18,FALSE,,,,,
13:18.2,630,18,FALSE,,,,,
13:18.8,482,18,FALSE,,,,,
13:19.5,571,18,FALSE,,,,,
13:20.2,565,18,FALSE,,,,,
13:21.0,547,18,FALSE,,,,,
13:21.9,746,18,FALSE,,,,,
13:22.6,565,18,FALSE,,,,,
13:23.4,648,18,FALSE,,,,,
13:24.3,744,18,FALSE,,,,,
