Timestamp,TimeToClassify,LabelCount,IsRunningLocally
2020-05-25 02:11:34.744,947,13,false
2020-05-25 02:11:35.348,487,13,false
2020-05-25 02:11:35.919,455,13,false
2020-05-25 02:11:36.541,467,13,false
2020-05-25 02:11:37.400,700,13,false
2020-05-25 02:11:38.219,679,13,false
2020-05-25 02:11:38.780,394,11,false
2020-05-25 02:11:39.445,538,11,false
2020-05-25 02:11:40.163,587,11,false
2020-05-25 02:11:40.982,656,11,false
2020-05-25 02:11:41.798,651,11,false
2020-05-25 02:11:42.722,786,11,false
2020-05-25 02:11:43.541,665,11,false
2020-05-25 02:11:44.145,439,11,false
2020-05-25 02:11:44.963,687,11,false
2020-05-25 02:11:45.739,630,11,false
2020-05-25 02:11:46.471,583,11,false
2020-05-25 02:11:47.217,609,13,false
2020-05-25 02:11:47.937,553,13,false
2020-05-25 02:11:48.760,653,13,false
2020-05-25 02:11:49.357,444,13,false
2020-05-25 02:11:50.184,666,13,false
2020-05-25 02:11:51.003,672,13,false
2020-05-25 02:11:51.830,680,13,false
2020-05-25 02:11:52.741,734,13,false
2020-05-25 02:11:53.458,559,13,false
2020-05-25 02:11:54.183,564,13,false
2020-05-25 02:11:54.857,524,13,false
