Timestamp,TimeToClassify,LabelCount,IsRunningLocally
2020-05-25 03:34:26.127,801,16,false
2020-05-25 03:34:26.833,627,16,false
2020-05-25 03:34:27.541,618,16,false
2020-05-25 03:34:28.350,689,16,false
2020-05-25 03:34:28.912,447,16,false
2020-05-25 03:34:29.495,464,16,false
2020-05-25 03:34:30.112,489,17,false
2020-05-25 03:34:30.829,561,17,false
2020-05-25 03:34:31.655,737,17,false
2020-05-25 03:34:32.343,574,17,false
2020-05-25 03:34:32.844,416,17,false
2020-05-25 03:34:33.699,764,17,false
2020-05-25 03:34:34.516,691,17,false
2020-05-25 03:34:35.121,478,17,false
2020-05-25 03:34:35.844,626,17,false
2020-05-25 03:34:36.453,489,17,false
2020-05-25 03:34:37.173,622,17,false
2020-05-25 03:34:37.686,422,17,false
2020-05-25 03:34:38.397,617,17,false
2020-05-25 03:34:39.105,581,19,false
2020-05-25 03:34:39.834,600,19,false
2020-05-25 03:34:40.446,477,19,false
2020-05-25 03:34:41.149,619,19,false
2020-05-25 03:34:41.660,426,19,false
2020-05-25 03:34:42.392,542,19,false
2020-05-25 03:34:43.085,593,19,false
2020-05-25 03:34:43.824,588,19,false
2020-05-25 03:34:44.441,507,19,false
2020-05-25 03:34:45.149,595,19,false
2020-05-25 03:34:45.746,471,19,false
