Timestamp,TimeToClassify,LabelCount,IsRunningLocally
2020-05-25 03:39:21.192,135,3,true
2020-05-25 03:39:21.304,43,3,true
2020-05-25 03:39:21.417,43,3,true
2020-05-25 03:39:21.527,41,3,true
2020-05-25 03:39:21.636,41,3,true
2020-05-25 03:39:21.744,41,3,true
2020-05-25 03:39:21.851,41,3,true
2020-05-25 03:39:21.962,41,3,true
2020-05-25 03:39:22.079,44,3,true
2020-05-25 03:39:22.191,42,3,true
2020-05-25 03:39:22.319,42,3,true
2020-05-25 03:39:22.445,54,3,true
2020-05-25 03:39:22.598,41,3,true
2020-05-25 03:39:22.710,42,3,true
2020-05-25 03:39:22.824,41,3,true
2020-05-25 03:39:22.964,43,3,true
2020-05-25 03:39:23.077,41,3,true
2020-05-25 03:39:23.190,42,3,true
2020-05-25 03:39:23.307,43,3,true
2020-05-25 03:39:23.458,42,3,true
2020-05-25 03:39:23.587,48,3,true
2020-05-25 03:39:23.705,45,3,true
2020-05-25 03:39:23.819,42,3,true
2020-05-25 03:39:23.967,41,3,true
2020-05-25 03:39:24.079,41,3,true
2020-05-25 03:39:24.237,41,3,true
2020-05-25 03:39:24.359,48,3,true
2020-05-25 03:39:24.476,45,3,true
2020-05-25 03:39:24.625,41,3,true
2020-05-25 03:39:24.765,41,3,true
2020-05-25 03:39:24.878,42,3,true
2020-05-25 03:39:24.990,42,3,true
2020-05-25 03:39:25.141,46,3,true
2020-05-25 03:39:25.329,51,3,true
2020-05-25 03:39:25.521,53,3,true
2020-05-25 03:39:25.646,41,3,true
2020-05-25 03:39:25.761,41,3,true
2020-05-25 03:39:25.876,41,3,true
2020-05-25 03:39:26.018,41,3,true
2020-05-25 03:39:26.160,41,3,true
2020-05-25 03:39:26.275,42,3,true
2020-05-25 03:39:26.425,47,3,true
2020-05-25 03:39:26.537,40,3,true
2020-05-25 03:39:26.706,40,3,true
2020-05-25 03:39:26.820,41,3,true
2020-05-25 03:39:26.985,41,3,true
2020-05-25 03:39:27.099,42,3,true
2020-05-25 03:39:27.243,41,3,true
2020-05-25 03:39:27.369,41,3,true
2020-05-25 03:39:27.500,40,3,true
2020-05-25 03:39:27.614,41,3,true
2020-05-25 03:39:27.740,45,3,true
2020-05-25 03:39:27.900,45,3,true
2020-05-25 03:39:28.020,46,3,true
2020-05-25 03:39:28.212,43,3,true
2020-05-25 03:39:28.359,41,3,true
2020-05-25 03:39:28.472,40,3,true
2020-05-25 03:39:28.649,43,3,true
2020-05-25 03:39:28.797,41,3,true
2020-05-25 03:39:28.974,43,3,true
2020-05-25 03:39:29.139,42,3,true
2020-05-25 03:39:29.250,40,3,true
2020-05-25 03:39:29.363,41,3,true
2020-05-25 03:39:29.499,40,3,true
2020-05-25 03:39:29.613,40,3,true
2020-05-25 03:39:29.727,41,3,true
2020-05-25 03:39:29.913,41,3,true
2020-05-25 03:39:30.082,41,3,true
2020-05-25 03:39:30.209,40,3,true
2020-05-25 03:39:30.324,41,3,true
2020-05-25 03:39:30.438,42,3,true
2020-05-25 03:39:30.551,42,3,true
2020-05-25 03:39:30.676,43,3,true
2020-05-25 03:39:30.793,44,3,true
2020-05-25 03:39:30.975,43,3,true
2020-05-25 03:39:31.103,49,3,true
2020-05-25 03:39:31.245,43,3,true
2020-05-25 03:39:31.360,44,3,true
2020-05-25 03:39:31.516,41,3,true
2020-05-25 03:39:31.660,43,3,true
2020-05-25 03:39:31.771,41,3,true
2020-05-25 03:39:31.884,40,3,true
2020-05-25 03:39:31.998,42,3,true
2020-05-25 03:39:32.147,41,3,true
2020-05-25 03:39:32.262,41,3,true
2020-05-25 03:39:32.373,41,3,true
2020-05-25 03:39:32.487,41,3,true
2020-05-25 03:39:32.638,41,3,true
2020-05-25 03:39:32.753,42,3,true
2020-05-25 03:39:32.865,41,3,true
2020-05-25 03:39:32.977,41,3,true
2020-05-25 03:39:33.125,41,3,true
2020-05-25 03:39:33.308,41,3,true
2020-05-25 03:39:33.427,46,3,true
2020-05-25 03:39:33.542,41,3,true
2020-05-25 03:39:33.687,41,3,true
2020-05-25 03:39:33.838,41,3,true
2020-05-25 03:39:33.998,42,3,true
2020-05-25 03:39:34.110,41,3,true
2020-05-25 03:39:34.245,44,3,true
2020-05-25 03:39:34.365,46,3,true
2020-05-25 03:39:34.504,40,3,true
2020-05-25 03:39:34.618,41,3,true
2020-05-25 03:39:34.735,42,3,true
2020-05-25 03:39:34.850,42,3,true
2020-05-25 03:39:34.962,41,3,true
2020-05-25 03:39:35.076,41,3,true
2020-05-25 03:39:35.196,45,3,true
2020-05-25 03:39:35.351,50,3,true
2020-05-25 03:39:35.465,42,3,true
2020-05-25 03:39:35.574,41,3,true
2020-05-25 03:39:35.693,41,3,true
2020-05-25 03:39:35.809,40,3,true
2020-05-25 03:39:35.921,40,3,true
2020-05-25 03:39:36.038,45,3,true
2020-05-25 03:39:36.151,43,3,true
2020-05-25 03:39:36.264,40,3,true
2020-05-25 03:39:36.447,39,3,true
2020-05-25 03:39:36.579,41,3,true
2020-05-25 03:39:36.736,40,3,true
2020-05-25 03:39:36.854,43,3,true
2020-05-25 03:39:36.968,39,3,true
2020-05-25 03:39:37.082,44,3,true
2020-05-25 03:39:37.200,42,3,true
2020-05-25 03:39:37.310,41,3,true
2020-05-25 03:39:37.419,39,3,true
2020-05-25 03:39:37.531,41,3,true
2020-05-25 03:39:37.717,44,3,true
2020-05-25 03:39:37.857,41,3,true
2020-05-25 03:39:37.973,42,3,true
2020-05-25 03:39:38.096,44,3,true
2020-05-25 03:39:38.214,43,3,true
2020-05-25 03:39:38.325,39,3,true
2020-05-25 03:39:38.439,43,3,true
2020-05-25 03:39:38.580,40,3,true
2020-05-25 03:39:38.762,39,3,true
2020-05-25 03:39:38.870,39,3,true
2020-05-25 03:39:38.983,39,3,true
2020-05-25 03:39:39.136,40,3,true
2020-05-25 03:39:39.250,40,3,true
2020-05-25 03:39:39.364,39,3,true
2020-05-25 03:39:39.474,39,3,true
2020-05-25 03:39:39.620,41,3,true
2020-05-25 03:39:39.777,42,3,true
2020-05-25 03:39:39.894,42,3,true
2020-05-25 03:39:40.006,39,3,true
2020-05-25 03:39:40.122,40,3,true
2020-05-25 03:39:40.238,46,3,true
2020-05-25 03:39:40.353,43,3,true
2020-05-25 03:39:40.505,39,3,true
