RECORD,T1,T2,T3,T4,T5,AVG,CPU_EWMA,T1,T2,T3,T4,T5,AVG,MEM_EWMA
1,131,25.8,50,143,62.5,82.46,82.46,9.9,12.8,12.8,13.7,9.3,11.7,11.7
2,77.4,70,80,100,45.7,74.62,74.62,9.2,12.4,12.1,13.4,8.7,11.16,11.16
3,63.3,73.3,66.6,90,63.3,71.3,71.3,9.1,11.9,11.7,13.1,8.5,10.86,10.86
4,65.6,58,90,96.6,50,72.04,72.04,8.5,11.5,11.3,13.3,8.4,10.6,10.6
5,58,45.1,46.8,76.6,56.6,56.62,56.62,8.7,11.2,11.8,13.1,7.8,10.52,10.52
6,60.6,77.4,66.6,90,73.3,73.58,73.58,8,11.6,10.3,13.9,7.9,10.34,10.34
7,82.8,75,60,86.6,64.5,73.78,73.78,8.1,10.9,10.4,13.7,7.2,10.06,10.06
8,80.6,56.6,96.7,53.3,60,69.44,69.44,7,10.8,10.5,13.3,6.6,9.64,9.64
9,77.4,66.6,54.8,100,56.2,71,71,6.9,10.3,10.3,13.3,5.8,9.32,9.32
10,67.7,80.6,53.1,93.3,40,66.94,66.94,6.6,10,9.8,13,5.4,8.96,8.96
11,70,83.8,70.9,82.7,48.5,71.18,71.18,6.5,9.7,10.2,12.9,6.4,9.14,9.14
12,80.6,83.8,90.6,73.3,50,75.66,75.66,7.5,11.2,10.5,12.7,6.3,9.64,9.64
13,59.3,90.3,60,83.3,74.1,73.4,73.4,7.4,10.9,10,12.5,6.3,9.42,9.42
14,96.9,58,77.4,96.6,46.6,75.1,75.1,7.4,10.8,9.7,12.3,6.6,9.36,9.36
15,83.8,71.8,62.5,80,87,77.02,77.02,7.9,11.2,9.7,12.8,6.9,9.7,9.7
16,51.6,83.8,90.3,86.2,90.3,80.44,80.44,7.8,11.2,9.6,12.5,6.9,9.6,9.6
17,103,90.3,77.4,96.6,50,83.46,83.46,7.6,11.1,9.8,12.3,6.6,9.48,9.48
18,62.5,87,67.7,90,90.6,79.56,79.56,7.8,10.2,10.4,12.1,6,9.3,9.3
19,70.9,53.1,84.3,96.7,53.3,71.66,71.66,6.6,9.9,10.6,11.7,6.2,9,9
20,87,58,54.8,73.3,96.7,73.96,73.96,7.1,9.5,10.4,14.3,6,9.46,9.46
21,60,51.5,48.3,70.9,87,63.54,63.54,6.6,9.3,10.1,13.7,6.6,9.26,9.26
22,54.8,51.6,51.6,73.3,154,77.06,77.06,6.5,9.5,10.8,14.3,6.6,9.54,9.54
23,130,144,51.6,160,163,129.72,129.72,7.2,10.6,10.5,14.4,6.7,9.88,9.88
24,150,156,51.4,153,156,133.28,133.28,7.3,10.8,9.5,14.4,6.7,9.74,9.74
25,157,171,158,148,146,156,156,7.2,11.1,9.6,14.7,6.6,9.84,9.84
26,150,145,163,156,146,152,152,7.6,10.6,9.6,14.7,6.6,9.82,9.82
27,162,153,161,153,159,157.6,157.6,7.6,10.4,9.6,14.7,6.6,9.78,9.78
28,154,159,151,146,161,154.2,154.2,7.4,10.5,9.6,15.1,6.6,9.84,9.84
29,171,174,157,156,151,161.8,161.8,7.4,11,9.7,15.1,6.1,9.86,9.86
30,171,165,171,153,154,162.8,162.8,7.4,11,9.7,15,5.2,9.66,9.66
31,154,146,178,162,141,156.2,156.2,7.3,10.6,10.7,15.5,5.3,9.88,9.88
32,161,168,161,148,158,159.2,159.2,8.5,9.8,10.7,15.4,5.3,9.94,9.94
33,168,172,165,151,154,162,162,8.4,9.9,10.7,15.4,5.2,9.92,9.92
34,165,168,166,153,158,162,162,8.3,9.9,10.7,15.5,5.3,9.94,9.94
35,162,154,174,156,158,160.8,160.8,8.3,10.3,11,15.7,6.9,10.44,10.44
