Timestamp,TimeToClassify,LabelCount,IsRunningLocally,,,,,
30:13.2,1187,7,FALSE,,,,901.4,20
30:14.2,972,7,FALSE,,,,,
30:15.0,726,7,FALSE,,,,,
30:15.9,803,7,FALSE,,,,,
30:16.8,778,7,FALSE,,,,,
30:17.8,882,8,FALSE,,,,,
30:19.0,1040,8,FALSE,,,,,
30:19.9,893,8,FALSE,,,,,
30:21.0,905,8,FALSE,,,,,
30:22.2,1107,8,FALSE,,,,,
30:23.1,804,8,FALSE,,,,,
30:24.1,889,8,FALSE,,,,,
30:25.4,1145,8,FALSE,,,,,
30:26.3,802,7,FALSE,,,,,
30:27.1,708,7,FALSE,,,,,
30:28.1,942,7,FALSE,,,,,
30:29.4,1133,7,FALSE,,,,,
30:30.4,890,7,FALSE,,,,,
30:31.2,727,7,FALSE,,,,,
30:32.0,695,7,FALSE,,,,,
