RECORD,Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS,AVG_FPS
39.135,20201230_062529,59,1000,16.94915254,5.90E-05,5.90E+01
40.135,20201230_062530,60,1000,16.66666667,6.00E-05,6.00E+01
41.136,20201230_062531,60,1001,16.68333333,5.99E-05,5.99E+01
42.136,20201230_062532,60,1000,16.66666667,6.00E-05,6.00E+01
43.136,20201230_062533,60,1000,16.66666667,6.00E-05,6.00E+01
44.136,20201230_062534,60,1000,16.66666667,6.00E-05,6.00E+01
45.136,20201230_062535,60,1000,16.66666667,6.00E-05,6.00E+01
46.136,20201230_062536,60,1000,16.66666667,6.00E-05,6.00E+01
47.136,20201230_062537,60,1000,16.66666667,6.00E-05,6.00E+01
48.136,20201230_062538,59,1000,16.94915254,5.90E-05,5.90E+01
49.137,20201230_062539,60,1001,16.68333333,5.99E-05,5.99E+01
50.153,20201230_062540,60,1016,16.93333333,5.91E-05,5.91E+01
51.153,20201230_062541,60,1000,16.66666667,6.00E-05,6.00E+01
52.155,20201230_062542,60,1002,16.7,5.99E-05,5.99E+01
53.17,20201230_062543,61,1015,16.63934426,6.01E-05,6.01E+01
54.17,20201230_062544,60,1000,16.66666667,6.00E-05,6.00E+01
55.17,20201230_062545,59,1000,16.94915254,5.90E-05,5.90E+01
56.17,20201230_062546,60,1000,16.66666667,6.00E-05,6.00E+01
57.171,20201230_062547,59,1001,16.96610169,5.89E-05,5.89E+01
58.187,20201230_062548,61,1016,16.6557377,6.00E-05,6.00E+01
59.187,20201230_062549,59,1000,16.94915254,5.90E-05,5.90E+01
60.187,20201230_062550,60,1000,16.66666667,6.00E-05,6.00E+01
61.188,20201230_062551,59,1001,16.96610169,5.89E-05,5.89E+01
62.188,20201230_062552,60,1000,16.66666667,6.00E-05,6.00E+01
63.48,20201230_062554,18,1292,71.77777778,1.39E-05,1.39E+01
65.095,20201230_062555,40,1615,40.375,2.48E-05,2.48E+01
66.549,20201230_062557,33,1454,44.06060606,2.27E-05,2.27E+01
67.91,20201230_062558,30,1361,45.36666667,2.20E-05,2.20E+01
69.275,20201230_062600,31,1365,44.03225806,2.27E-05,2.27E+01
70.616,20201230_062601,29,1341,46.24137931,2.16E-05,2.16E+01
71.964,20201230_062602,30,1348,44.93333333,2.23E-05,2.23E+01
73.185,20201230_062603,31,1221,39.38709677,2.54E-05,2.54E+01
74.648,20201230_062605,33,1463,44.33333333,2.26E-05,2.26E+01
76.12,20201230_062606,33,1472,44.60606061,2.24E-05,2.24E+01
77.587,20201230_062608,33,1467,44.45454545,2.25E-05,2.25E+01
79.05,20201230_062609,33,1463,44.33333333,2.26E-05,2.26E+01
80.057,20201230_062610,39,1007,25.82051282,3.87E-05,3.87E+01
81.057,20201230_062611,38,1000,26.31578947,3.80E-05,3.80E+01
82.073,20201230_062612,39,1016,26.05128205,3.84E-05,3.84E+01
83.074,20201230_062613,38,1001,26.34210526,3.80E-05,3.80E+01
85.229,20201230_062616,7,2155,307.8571429,3.25E-06,3.25E+00
87.886,20201230_062618,39,2657,68.12820513,1.47E-05,1.47E+01
90.548,20201230_062621,39,2662,68.25641026,1.47E-05,1.47E+01
92.267,20201230_062623,36,1719,47.75,2.09E-05,2.09E+01
94.097,20201230_062624,36,1830,50.83333333,1.97E-05,1.97E+01
95.728,20201230_062626,37,1631,44.08108108,2.27E-05,2.27E+01
97.379,20201230_062628,37,1651,44.62162162,2.24E-05,2.24E+01
99.009,20201230_062629,36,1630,45.27777778,2.21E-05,2.21E+01
101.1,20201230_062631,40,2091,52.275,1.91E-05,1.91E+01
103.169,20201230_062633,39,2069,53.05128205,1.88E-05,1.88E+01
105.266,20201230_062636,41,2097,51.14634146,1.96E-05,1.96E+01
106.91,20201230_062637,37,1644,44.43243243,2.25E-05,2.25E+01
108.575,20201230_062639,38,1665,43.81578947,2.28E-05,2.28E+01
111.149,20201230_062641,45,2574,57.2,1.75E-05,1.75E+01
113.802,20201230_062644,42,2653,63.16666667,1.58E-05,1.58E+01
115.412,20201230_062646,41,1610,39.26829268,2.55E-05,2.55E+01
117.032,20201230_062647,41,1620,39.51219512,2.53E-05,2.53E+01
118.62,20201230_062649,40,1588,39.7,2.52E-05,2.52E+01
120.981,20201230_062651,44,2361,53.65909091,1.86E-05,1.86E+01
123.367,20201230_062654,45,2386,53.02222222,1.89E-05,1.89E+01
124.381,20201230_062655,61,1014,16.62295082,6.02E-05,6.02E+01
125.382,20201230_062656,59,1001,16.96610169,5.89E-05,5.89E+01
126.382,20201230_062657,58,1000,17.24137931,5.80E-05,5.80E+01
127.382,20201230_062658,59,1000,16.94915254,5.90E-05,5.90E+01
128.382,20201230_062659,60,1000,16.66666667,6.00E-05,6.00E+01
129.383,20201230_062700,59,1001,16.96610169,5.89E-05,5.89E+01
130.383,20201230_062701,58,1000,17.24137931,5.80E-05,5.80E+01
131.383,20201230_062702,59,1000,16.94915254,5.90E-05,5.90E+01
132.384,20201230_062703,58,1001,17.25862069,5.79E-05,5.79E+01
133.384,20201230_062704,59,1000,16.94915254,5.90E-05,5.90E+01
134.384,20201230_062705,59,1000,16.94915254,5.90E-05,5.90E+01
135.385,20201230_062706,58,1001,17.25862069,5.79E-05,5.79E+01
136.385,20201230_062707,60,1000,16.66666667,6.00E-05,6.00E+01
137.385,20201230_062708,58,1000,17.24137931,5.80E-05,5.80E+01
138.385,20201230_062709,59,1000,16.94915254,5.90E-05,5.90E+01
139.385,20201230_062710,60,1000,16.66666667,6.00E-05,6.00E+01
140.386,20201230_062711,58,1001,17.25862069,5.79E-05,5.79E+01
141.386,20201230_062712,59,1000,16.94915254,5.90E-05,5.90E+01
142.386,20201230_062713,59,1000,16.94915254,5.90E-05,5.90E+01
143.387,20201230_062714,59,1001,16.96610169,5.89E-05,5.89E+01
144.387,20201230_062715,60,1000,16.66666667,6.00E-05,6.00E+01
145.387,20201230_062716,59,1000,16.94915254,5.90E-05,5.90E+01
146.387,20201230_062717,60,1000,16.66666667,6.00E-05,6.00E+01
147.388,20201230_062718,59,1001,16.96610169,5.89E-05,5.89E+01
148.388,20201230_062719,59,1000,16.94915254,5.90E-05,5.90E+01
149.389,20201230_062720,58,1001,17.25862069,5.79E-05,5.79E+01
150.41,20201230_062721,60,1021,17.01666667,5.88E-05,5.88E+01
151.422,20201230_062722,61,1012,16.59016393,6.03E-05,6.03E+01
152.423,20201230_062723,59,1001,16.96610169,5.89E-05,5.89E+01
153.423,20201230_062724,59,1000,16.94915254,5.90E-05,5.90E+01
154.423,20201230_062725,58,1000,17.24137931,5.80E-05,5.80E+01
155.423,20201230_062726,60,1000,16.66666667,6.00E-05,6.00E+01
156.424,20201230_062727,58,1001,17.25862069,5.79E-05,5.79E+01
157.424,20201230_062728,59,1000,16.94915254,5.90E-05,5.90E+01
158.424,20201230_062729,58,1000,17.24137931,5.80E-05,5.80E+01
159.424,20201230_062730,58,1000,17.24137931,5.80E-05,5.80E+01
160.425,20201230_062731,59,1001,16.96610169,5.89E-05,5.89E+01
161.428,20201230_062732,59,1003,17,5.88E-05,5.88E+01
162.436,20201230_062733,58,1008,17.37931034,5.75E-05,5.75E+01
163.442,20201230_062734,61,1006,16.49180328,6.06E-05,6.06E+01
164.442,20201230_062735,58,1000,17.24137931,5.80E-05,5.80E+01
165.444,20201230_062736,59,1002,16.98305085,5.89E-05,5.89E+01
166.46,20201230_062737,60,1016,16.93333333,5.91E-05,5.91E+01
167.46,20201230_062738,59,1000,16.94915254,5.90E-05,5.90E+01
168.461,20201230_062739,58,1001,17.25862069,5.79E-05,5.79E+01
169.461,20201230_062740,59,1000,16.94915254,5.90E-05,5.90E+01
170.462,20201230_062741,59,1001,16.96610169,5.89E-05,5.89E+01
171.462,20201230_062742,58,1000,17.24137931,5.80E-05,5.80E+01
172.462,20201230_062743,59,1000,16.94915254,5.90E-05,5.90E+01
173.462,20201230_062744,58,1000,17.24137931,5.80E-05,5.80E+01
174.463,20201230_062745,59,1001,16.96610169,5.89E-05,5.89E+01
175.463,20201230_062746,60,1000,16.66666667,6.00E-05,6.00E+01
176.464,20201230_062747,59,1001,16.96610169,5.89E-05,5.89E+01
177.464,20201230_062748,59,1000,16.94915254,5.90E-05,5.90E+01
178.464,20201230_062749,60,1000,16.66666667,6.00E-05,6.00E+01
179.464,20201230_062750,59,1000,16.94915254,5.90E-05,5.90E+01
180.465,20201230_062751,58,1001,17.25862069,5.79E-05,5.79E+01
