RECORD,Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS,AVG_FPS
1.011,20201230_062451,57,1011,17.73684211,5.64E-05,5.64E+01
2.011,20201230_062452,59,1000,16.94915254,5.90E-05,5.90E+01
3.012,20201230_062453,58,1001,17.25862069,5.79E-05,5.79E+01
4.012,20201230_062454,59,1000,16.94915254,5.90E-05,5.90E+01
5.012,20201230_062455,58,1000,17.24137931,5.80E-05,5.80E+01
6.013,20201230_062456,59,1001,16.96610169,5.89E-05,5.89E+01
7.018,20201230_062457,55,1005,18.27272727,5.47E-05,5.47E+01
8.03,20201230_062458,61,1012,16.59016393,6.03E-05,6.03E+01
9.03,20201230_062459,60,1000,16.66666667,6.00E-05,6.00E+01
10.031,20201230_062500,60,1001,16.68333333,5.99E-05,5.99E+01
11.047,20201230_062501,60,1016,16.93333333,5.91E-05,5.91E+01
12.047,20201230_062502,59,1000,16.94915254,5.90E-05,5.90E+01
13.047,20201230_062503,60,1000,16.66666667,6.00E-05,6.00E+01
14.047,20201230_062504,60,1000,16.66666667,6.00E-05,6.00E+01
15.047,20201230_062505,60,1000,16.66666667,6.00E-05,6.00E+01
16.05,20201230_062506,59,1003,17,5.88E-05,5.88E+01
17.065,20201230_062507,61,1015,16.63934426,6.01E-05,6.01E+01
18.065,20201230_062508,60,1000,16.66666667,6.00E-05,6.00E+01
19.065,20201230_062509,59,1000,16.94915254,5.90E-05,5.90E+01
20.065,20201230_062510,60,1000,16.66666667,6.00E-05,6.00E+01
21.065,20201230_062511,59,1000,16.94915254,5.90E-05,5.90E+01
22.065,20201230_062512,60,1000,16.66666667,6.00E-05,6.00E+01
23.076,20201230_062513,60,1011,16.85,5.93E-05,5.93E+01
24.082,20201230_062514,61,1006,16.49180328,6.06E-05,6.06E+01
25.084,20201230_062515,59,1002,16.98305085,5.89E-05,5.89E+01
26.099,20201230_062516,61,1015,16.63934426,6.01E-05,6.01E+01
27.099,20201230_062517,60,1000,16.66666667,6.00E-05,6.00E+01
28.099,20201230_062518,60,1000,16.66666667,6.00E-05,6.00E+01
29.103,20201230_062519,60,1004,16.73333333,5.98E-05,5.98E+01
30.116,20201230_062520,60,1013,16.88333333,5.92E-05,5.92E+01
31.117,20201230_062521,60,1001,16.68333333,5.99E-05,5.99E+01
32.133,20201230_062522,61,1016,16.6557377,6.00E-05,6.00E+01
33.133,20201230_062523,60,1000,16.66666667,6.00E-05,6.00E+01
34.134,20201230_062524,60,1001,16.68333333,5.99E-05,5.99E+01
35.134,20201230_062525,59,1000,16.94915254,5.90E-05,5.90E+01
36.135,20201230_062526,60,1001,16.68333333,5.99E-05,5.99E+01
37.135,20201230_062527,59,1000,16.94915254,5.90E-05,5.90E+01
38.135,20201230_062528,60,1000,16.66666667,6.00E-05,6.00E+01
