RECORD,Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis),Avg FPS,AVG_FPS
1,20201230_073245,57,1013,17.77192982,5.63E-05,5.63E+01
2,20201230_073246,59,1000,16.94915254,5.90E-05,5.90E+01
3.001,20201230_073247,60,1001,16.68333333,5.99E-05,5.99E+01
4.005,20201230_073248,59,1004,17.01694915,5.88E-05,5.88E+01
5.02,20201230_073249,60,1015,16.91666667,5.91E-05,5.91E+01
6.02,20201230_073250,59,1000,16.94915254,5.90E-05,5.90E+01
7.021,20201230_073251,59,1001,16.96610169,5.89E-05,5.89E+01
8.022,20201230_073252,58,1001,17.25862069,5.79E-05,5.79E+01
9.022,20201230_073253,59,1000,16.94915254,5.90E-05,5.90E+01
10.023,20201230_073254,60,1001,16.68333333,5.99E-05,5.99E+01
11.024,20201230_073255,60,1001,16.68333333,5.99E-05,5.99E+01
12.024,20201230_073256,60,1000,16.66666667,6.00E-05,6.00E+01
13.025,20201230_073257,60,1001,16.68333333,5.99E-05,5.99E+01
14.025,20201230_073258,60,1000,16.66666667,6.00E-05,6.00E+01
15.026,20201230_073259,60,1001,16.68333333,5.99E-05,5.99E+01
16.027,20201230_073300,59,1001,16.96610169,5.89E-05,5.89E+01
17.027,20201230_073301,60,1000,16.66666667,6.00E-05,6.00E+01
18.028,20201230_073302,60,1001,16.68333333,5.99E-05,5.99E+01
19.028,20201230_073303,59,1000,16.94915254,5.90E-05,5.90E+01
20.028,20201230_073304,59,1000,16.94915254,5.90E-05,5.90E+01
21.029,20201230_073305,60,1001,16.68333333,5.99E-05,5.99E+01
22.03,20201230_073306,60,1001,16.68333333,5.99E-05,5.99E+01
23.03,20201230_073307,60,1000,16.66666667,6.00E-05,6.00E+01
24.031,20201230_073308,60,1001,16.68333333,5.99E-05,5.99E+01
25.031,20201230_073309,60,1000,16.66666667,6.00E-05,6.00E+01
26.032,20201230_073310,60,1001,16.68333333,5.99E-05,5.99E+01
27.033,20201230_073311,60,1001,16.68333333,5.99E-05,5.99E+01
28.033,20201230_073312,60,1000,16.66666667,6.00E-05,6.00E+01
29.033,20201230_073313,60,1000,16.66666667,6.00E-05,6.00E+01
30.034,20201230_073314,60,1001,16.68333333,5.99E-05,5.99E+01
31.035,20201230_073315,60,1001,16.68333333,5.99E-05,5.99E+01
32.035,20201230_073316,60,1000,16.66666667,6.00E-05,6.00E+01
33.05,20201230_073317,60,1015,16.91666667,5.91E-05,5.91E+01
34.053,20201230_073318,60,1003,16.71666667,5.98E-05,5.98E+01
35.053,20201230_073319,59,1000,16.94915254,5.90E-05,5.90E+01
