Timestamp,TimeToClassify,LabelCount,IsRunningLocally,,,,,
27:00.3,1105,7,FALSE,,,,1025.611111,18
27:01.4,976,7,FALSE,,,,,
27:02.5,945,7,FALSE,,,,,
27:03.6,1008,7,FALSE,,,,,
27:04.7,984,3,FALSE,,,,,
27:05.9,1063,3,FALSE,,,,,
27:07.1,1088,3,FALSE,,,,,
27:08.3,962,3,FALSE,,,,,
27:09.4,974,3,FALSE,,,,,
27:10.4,901,3,FALSE,,,,,
27:11.5,1018,3,FALSE,,,,,
27:12.7,979,3,FALSE,,,,,
27:13.7,929,5,FALSE,,,,,
27:15.9,2094,5,FALSE,,,,,
27:16.9,782,5,FALSE,,,,,
27:17.7,685,5,FALSE,,,,,
27:19.0,1204,5,FALSE,,,,,
27:19.9,764,5,FALSE,,,,,
